coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +75.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +75.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +70.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +70.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +72.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +61.0°C  

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.87 V  
curr1:       1000.00 uA 

dell_smm-virtual-0
Adapter: Virtual device
fan1:        4098 RPM

radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%MEM   RSS  SIZE    VSZ
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  2180   424   8636
 0.0  4060   588   8800
 0.0  4888   756   8968
 0.0  6024 42636 312484
 0.1  8576 116908 513944
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  8892 124388 979252
 0.1  9156 124388 979252
 0.1  9156 124520 998108
 0.1  9156 124520 998108
 0.1 15540 124520 998108
 0.2 16088 124676 998108
 0.2 16100 124884 998108
 0.2 16724 125080 998108
 0.2 17288 125288 998108
 0.2 17852 125460 998108
 0.2 18416 125660 998108
 0.2 18416 125868 998108
 0.2 19040 126108 998108
 0.2 19604 126328 998108
 0.2 20168 126528 998108
 0.2 20732 126700 998108
 0.2 21356 126896 998108
 0.2 21920 127116 998108
 0.2 21920 127324 998108
 0.2 22484 127568 998108
 0.2 23048 127776 998108
 0.2 23672 127984 998108
 0.3 24236 128196 998108
 0.3 24800 128416 998108
 0.2 20820 128520 998108
 0.2 21564 128520 998108
 0.2 22128 128520 998108
 0.2 22752 128520 998108
 0.2 23316 128520 998108
 0.2 23880 128520 998108
 0.3 24444 128520 998108
 0.3 24444 128520 998108
 0.3 25068 128520 998108
 0.3 25632 128520 998108
 0.3 26196 128520 998108
 0.3 26760 128520 998108
 0.3 27384 128520 998108
 0.3 24796 128520 998108
 0.3 25540 128520 998108
 0.3 26104 128520 998108
 0.3 26728 128520 998108
 0.3 27292 128520 998108
 0.3 27292 128520 998108
 0.3 27856 128520 998108
 0.3 28420 128520 998108
 0.3 29044 128520 998108
 0.3 29608 128520 998108
 0.3 30172 128520 998108
 0.3 30736 128520 998108
 0.3 31360 128520 998108
 0.3 29128 128520 998108
 0.3 29128 128520 998108
 0.3 29872 128520 998108
 0.3 30436 128520 998108
 0.3 31000 128520 998108
 0.3 31624 128520 998108
 0.4 32188 128520 998108
 0.4 32752 128520 998108
 0.4 32752 128520 998108
 0.4 33316 128520 998108
 0.4 33940 128520 998108
 0.4 34504 128520 998108
 0.4 35068 128520 998108
 0.4 35632 128520 998108
 0.4 36256 128520 998108
 0.4 36820 128520 998108
 0.4 37384 128520 998108
 0.4 37384 128520 998108
 0.4 37384 128520 998108
 0.4 37384 128520 998108
 0.4 37384 128520 998108
 0.3 31632 122228 991816
 0.3 29856 73076 942640
 0.3 29856 73228 942792
 0.1 11120 40460 829536
