m|n - time (s),10000000,20000000,30000000,40000000,50000000,60000000,70000000,80000000,90000000,100000000,110000000,120000000,130000000,140000000,150000000,160000000,170000000,180000000,190000000,200000000,210000000,220000000,230000000,240000000,250000000,260000000,270000000,280000000,290000000,300000000,310000000,320000000,330000000,340000000,350000000,360000000,370000000,380000000,390000000,400000000,410000000,420000000,430000000,440000000,450000000,460000000,470000000,480000000,490000000,500000000
2000,1.32,1.08,1.6,2.06,1.48,1.72,1.65,4.13,6.37,2.37,5.36,6.01,8.7,7.37,7.54,8.33,8.74,9.5,10.05,10.6,11.17,11.7,12.46,12.7,14.49,14.07,14.69,14.91,15.87,16.01,16.89,17.53,17.62,18.15,18.66,19.48,27.13,20.43,21.53,21.76,22.74,23.98,23.83,36.14,25.71,25.66,27.06,28.06,27.3,27.69
4000,1.41,1.06,1.79,2.56,1.9,3.21,3.54,4.12,4.55,4.55,5.42,6.23,6.56,7.65,8,8.46,8.71,9.64,10.27,10.29,11.89,11.87,12.43,13.06,13.8,13.86,14.81,15.38,15.84,16.16,16.91,17.76,17.49,18.35,18.69,19.2,19.8,20.92,21.37,22.09,23.58,23.97,32.37,24.49,24.36,25.21,25.55,27.19,27.72,27.85
6000,1.55,1,1.51,2.26,2.6,3.28,3.53,4.14,5.1,4.12,5.66,6.8,6.83,7.64,7.89,8.14,8.86,9.61,9.96,10.97,11,11.52,12.34,16.72,13.52,13.9,14.66,15.75,15.68,16.07,16.76,17.42,26.84,18.15,25.62,19.22,20.37,20.45,21.26,21.56,23.22,23.59,23.25,32.97,25.14,25.5,26.94,27.16,26.69,27.95
8000,1.63,0.77,1.48,2.3,2.9,3.35,3.58,4.05,4.79,5.68,5.76,6.04,6.89,7.34,7.85,8.25,12.37,9.63,9.97,10.67,11.14,11.33,12.38,13.18,13.55,19.26,14.64,15.23,15.8,15.93,17.44,18.1,19.36,18.74,18.92,19.5,19.89,20.43,21.97,22.33,23.17,25.78,23.52,24.39,24.79,25.58,26.91,27.26,37.91,27.81
10000,1.7,0.88,1.72,2.89,2.84,3.16,4,4.12,4.65,4.15,6.7,6.21,6.74,7.68,7.87,8.24,8.71,9.55,11.87,10.83,11.12,11.6,12.51,12.7,13.58,13.85,14.7,15.04,16,16.43,16.46,17.33,17.51,18.15,19.07,19.19,20.14,20.33,21.6,22.13,30.28,23.43,23.67,24.23,24.72,25.81,26.2,27.59,27.14,27.54
12000,1.55,0.87,1.77,2.48,2.97,3.37,3.51,4.1,5.1,4.03,6.07,6.11,6.98,7.82,7.91,8.29,8.76,9.67,10.03,10.67,11.45,11.78,12.74,12.82,13.6,13.72,15.23,14.94,15.99,15.96,16.41,17.51,17.97,27.21,18.93,19.38,27.28,20.84,21.54,22.66,23.17,23.78,23.85,24.53,24.86,25.64,26.95,28.23,27.05,27.88
14000,1.46,1.07,3.77,2.41,2.77,3.09,3.6,4.06,4.66,4.08,5.7,6.21,6.77,7.56,7.85,10.5,8.88,9.67,9.89,10.47,11.06,11.6,12.79,12.94,13.26,14.09,22.12,20.16,16.54,15.95,16.86,17.66,17.97,18.4,18.84,19.28,27.57,20.47,21.45,21.47,22.61,24.11,23.63,24.26,25.43,25.49,26.72,28.04,27.43,27.73
16000,1.55,1.07,1.53,2.21,3.13,3.02,3.94,4.85,5.11,4.35,5.76,6.64,6.94,7.2,7.76,8.28,9.38,10.16,10.28,10.67,11.49,12.11,12.68,13.2,13.76,14.18,15.03,14.94,15.96,16.23,16.55,17.71,17.61,18.82,18.73,19.18,19.91,20.37,21.94,23.48,22.85,24.03,24.14,24.94,29.65,27.94,27.24,35.79,36.59,38.58
18000,1.45,1.36,2,2.53,3.06,4.54,4.53,5.85,6.36,7.03,7.5,8.32,9.51,9.75,10.74,11.12,9.34,12.34,13.81,13.82,15.11,15.37,16.55,16.92,17.79,15.33,18.58,19.38,21.23,20.66,21.55,24.87,24.02,23.34,21.74,25.96,26.48,27.31,29.26,28.88,30.23,31.25,31.23,25.2,25,32.85,29.23,35.83,36.77,37.64
