,10000000,20000000,30000000,40000000,50000000,60000000,70000000,80000000,90000000,100000000,110000000,120000000,130000000,140000000,150000000,160000000,170000000,180000000,190000000,200000000,210000000,220000000,230000000,240000000,250000000,260000000,270000000,280000000,290000000,300000000,310000000,320000000,330000000,340000000,350000000,360000000,370000000,380000000,390000000,400000000,410000000,420000000,430000000,440000000,450000000,460000000,470000000,480000000,490000000,500000000
2000,13860,26148,50724,50724,50724,99876,99876,99876,99876,99876,198180,198180,198180,198180,198180,198180,198180,198180,198180,198180,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,394788,788004,788004,788004,788004,788004,788004,788004,788004,788004,788004
4000,14832,27120,51696,51696,51696,100848,100848,100848,100848,100848,199152,199152,199152,199152,199152,199152,199152,199152,199152,199152,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,395760,788976,788976,788976,788976,788976,788976,788976,788976,788976,788976
6000,15932,28220,52796,52796,52796,101948,101948,101948,101948,101948,200252,200252,200252,200252,200252,200252,200252,200252,200252,200252,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,396860,790076,790076,790076,790076,790076,790076,790076,790076,790076,790076
8000,16976,29264,53840,53840,53840,102992,102992,102992,102992,102992,201296,201296,201296,201296,201296,201296,201296,201296,201296,201296,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,397904,791120,791120,791120,791120,791120,791120,791120,791120,791120,791120
10000,17668,29956,54532,54532,54532,103684,103684,103684,103684,103684,201988,201988,201988,201988,201988,201988,201988,201988,201988,201988,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,398596,791812,791812,791812,791812,791812,791812,791812,791812,791812,791812
12000,18752,31040,55616,55616,55616,104768,104768,104768,104768,104768,203072,203072,203072,203072,203072,203072,203072,203072,203072,203072,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,399680,792896,792896,792896,792896,792896,792896,792896,792896,792896,792896
14000,19640,31928,56504,56504,56504,105656,105656,105656,105656,105656,203960,203960,203960,203960,203960,203960,203960,203960,203960,203960,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,400568,793784,793784,793784,793784,793784,793784,793784,793784,793784,793784
16000,20460,32748,57324,57324,57324,106476,106476,106476,106476,106476,204780,204780,204780,204780,204780,204780,204780,204780,204780,204780,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,401388,794604,794604,794604,794604,794604,794604,794604,794604,794604,794604
18000,21600,33888,58464,58464,58464,107616,107616,107616,107616,107616,205920,205920,205920,205920,205920,205920,205920,205920,205920,205920,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,402528,795744,795744,795744,795744,795744,795744,795744,795744,795744,795744
20000,22544,34832,59408,59408,59408,108560,108560,108560,108560,108560,206864,206864,206864,206864,206864,206864,206864,206864,206864,206864,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,403472,796688,796688,796688,796688,796688,796688,796688,796688,796688,796688
22000,23396,35684,60260,60260,60260,109412,109412,109412,109412,109412,207716,207716,207716,207716,207716,207716,207716,207716,207716,207716,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,404324,797540,797540,797540,797540,797540,797540,797540,797540,797540,797540
24000,24268,36556,61132,61132,61132,110284,110284,110284,110284,110284,208588,208588,208588,208588,208588,208588,208588,208588,208588,208588,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,405196,798412,798412,798412,798412,798412,798412,798412,798412,798412,798412
26000,25152,37440,62016,62016,62016,111168,111168,111168,111168,111168,209472,209472,209472,209472,209472,209472,209472,209472,209472,209472,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,406080,799296,799296,799296,799296,799296,799296,799296,799296,799296,799296
28000,26224,38512,63088,63088,63088,112240,112240,112240,112240,112240,210544,210544,210544,210544,210544,210544,210544,210544,210544,210544,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,407152,800368,800368,800368,800368,800368,800368,800368,800368,800368,800368
30000,27096,39384,63960,63960,63960,113112,113112,113112,113112,113112,211416,211416,211416,211416,211416,211416,211416,211416,211416,211416,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,408024,801240,801240,801240,801240,801240,801240,801240,801240,801240,801240
32000,27964,40252,64828,64828,64828,113980,113980,113980,113980,113980,212284,212284,212284,212284,212284,212284,212284,212284,212284,212284,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,408892,802108,802108,802108,802108,802108,802108,802108,802108,802108,802108
34000,29340,41628,66204,66204,66204,115356,115356,115356,115356,115356,213660,213660,213660,213660,213660,213660,213660,213660,213660,213660,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,410268,803484,803484,803484,803484,803484,803484,803484,803484,803484,803484
36000,30208,42496,67072,67072,67072,116224,116224,116224,116224,116224,214528,214528,214528,214528,214528,214528,214528,214528,214528,214528,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,411136,804352,804352,804352,804352,804352,804352,804352,804352,804352,804352
38000,31096,43384,67960,67960,67960,117112,117112,117112,117112,117112,215416,215416,215416,215416,215416,215416,215416,215416,215416,215416,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,412024,805240,805240,805240,805240,805240,805240,805240,805240,805240,805240
40000,32276,44564,69140,69140,69140,118292,118292,118292,118292,118292,216596,216596,216596,216596,216596,216596,216596,216596,216596,216596,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,413204,806420,806420,806420,806420,806420,806420,806420,806420,806420,806420
42000,33148,45436,70012,70012,70012,119164,119164,119164,119164,119164,217468,217468,217468,217468,217468,217468,217468,217468,217468,217468,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,414076,807292,807292,807292,807292,807292,807292,807292,807292,807292,807292
44000,33996,46284,70860,70860,70860,120012,120012,120012,120012,120012,218316,218316,218316,218316,218316,218316,218316,218316,218316,218316,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,414924,808140,808140,808140,808140,808140,808140,808140,808140,808140,808140
46000,34868,47156,71732,71732,71732,120884,120884,120884,120884,120884,219188,219188,219188,219188,219188,219188,219188,219188,219188,219188,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,415796,809012,809012,809012,809012,809012,809012,809012,809012,809012,809012
48000,35736,48024,72600,72600,72600,121752,121752,121752,121752,121752,220056,220056,220056,220056,220056,220056,220056,220056,220056,220056,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,416664,809880,809880,809880,809880,809880,809880,809880,809880,809880,809880
