m|k - RSS (KB),505000,510000,515000,520000,525000,530000,535000,540000,545000,550000,555000,560000,565000,570000,575000,580000,585000,590000,595000,600000,605000,610000,615000,620000,625000,630000,635000,640000,645000,650000,655000,660000,665000,670000,675000,680000,685000,690000,695000,700000,705000,710000,715000,720000,725000,730000,735000,740000,745000,750000
2000, 4712, 4560, 4584, 4676, 4680, 4612, 4648, 4556, 4584, 4612, 4608, 4648, 4556, 4684, 4712, 4580, 4716, 4580, 4712, 4712, 4652, 4608, 4584, 4676, 4584, 4580, 4584, 4580, 4680, 4712, 4588, 4712, 4636, 4680, 4588, 4708, 4712, 4640, 4672, 4712, 4588, 4712, 4580, 4716, 4712, 4712, 4652, 4680, 4648, 4672
4000, 5624, 5528, 5660, 5536, 5596, 5628, 5532, 5600, 5596, 5628, 5508, 5536, 5532, 5664, 5536, 5580, 5664, 5628, 5652, 5516, 5532, 5628, 5596, 5600, 5536, 5508, 5624, 5532, 5600, 5536, 5628, 5516, 5504, 5532, 5532, 5508, 5660, 5536, 5560, 5528, 5528, 5624, 5620, 5632, 5652, 5560, 5628, 5536, 5620, 5600
6000, 6552, 6580, 6612, 6576, 6484, 6488, 6512, 6516, 6620, 6584, 6612, 6608, 6620, 6576, 6620, 6608, 6496, 6616, 6488, 6488, 6484, 6520, 6460, 6552, 6464, 6556, 6580, 6616, 6580, 6460, 6616, 6484, 6488, 6484, 6620, 6492, 6484, 6484, 6488, 6492, 6488, 6620, 6552, 6556, 6612, 6488, 6556, 6488, 6620, 6616
8000, 7536, 7568, 7564, 7636, 7536, 7608, 7540, 7608, 7632, 7632, 7540, 7632, 7516, 7540, 7608, 7636, 7540, 7540, 7636, 7604, 7540, 7512, 7516, 7604, 7632, 7544, 7632, 7540, 7660, 7664, 7540, 7512, 7516, 7544, 7540, 7660, 7536, 7636, 7536, 7632, 7516, 7528, 7636, 7572, 7540, 7488, 7604, 7656, 7540, 7660
10000, 8252, 8252, 8128, 8128, 8228, 8196, 8224, 8128, 8132, 8168, 8248, 8132, 8196, 8132, 8160, 8252, 8132, 8100, 8104, 8132, 8152, 8120, 8248, 8168, 8224, 8228, 8104, 8128, 8132, 8108, 8224, 8120, 8196, 8252, 8136, 8248, 8248, 8132, 8200, 8224, 8104, 8132, 8252, 8200, 8224, 8132, 8168, 8132, 8132, 8132
12000, 9120, 9116, 9184, 9116, 9092, 9212, 9120, 9236, 9120, 9120, 9240, 9188, 9124, 9120, 9112, 9188, 9244, 9060, 9116, 9244, 9236, 9188, 9212, 9120, 9092, 9216, 9120, 9180, 9212, 9100, 9184, 9252, 9248, 9248, 9252, 9248, 9184, 9252, 9248, 9248, 9096, 9120, 9220, 9124, 9120, 9220, 9124, 9248, 9124, 9120
14000, 10000, 10132, 10036, 10000, 10100, 10136, 10008, 10072, 10132, 10004, 9956, 10000, 10132, 10100, 10036, 10068, 10136, 10136, 10040, 9980, 10004, 10132, 10096, 10136, 10004, 9952, 10072, 10004, 10004, 10108, 10000, 10004, 10068, 10072, 10008, 10136, 10004, 9988, 10136, 10056, 9976, 10040, 10100, 10076, 10136, 10132, 10004, 10104, 10004, 9984
16000, 10900, 11028, 11028, 10960, 10896, 10896, 10988, 10988, 11004, 10892, 10988, 10900, 10960, 10928, 10996, 10988, 10996, 10988, 10992, 10992, 11028, 10896, 10948, 10900, 11028, 10872, 10988, 10988, 10900, 10988, 10896, 10960, 10900, 10900, 10988, 11024, 11024, 10896, 10896, 10896, 10872, 10960, 10996, 10996, 11024, 10988, 11024, 11028, 10988, 11028
18000, 11752, 11816, 11724, 11852, 11820, 11696, 11820, 11748, 11752, 11752, 11748, 11848, 11848, 11728, 11844, 11804, 11852, 11724, 11848, 11880, 11752, 11752, 11844, 11884, 11748, 11748, 11784, 11884, 11816, 11884, 11752, 11748, 11756, 11784, 11876, 11836, 11848, 11752, 11748, 11820, 11748, 11844, 11848, 11880, 11872, 11884, 11756, 11820, 11852, 11852
