radeon-pci-0100
Adapter: PCI adapter
 225  7.0       04:56
 225  7.0       04:57
 224  7.0       04:59
 225  7.0       05:00
 225  7.0       05:01
 225  7.0       05:02
 225  7.0       05:03
 225  7.0       05:04
 224  7.0       05:06
 225  7.0       05:07
 224  7.0       05:08
 224  7.0       05:09
 224  7.0       05:10
 223  7.0       05:11
 223  7.0       05:12
 223  7.0       05:13
 222  7.0       05:14
 222  7.0       05:15
 221  7.0       05:16
 221  7.0       05:17
 220  7.0       05:18
 219  7.0       05:20
 219  7.0       05:21
 218  7.0       05:22
 218  7.0       05:23
 218  7.0       05:24
 217  7.0       05:25
 217  7.0       05:26
 217  7.0       05:27
 216  7.0       05:28
 216  7.0       05:29
 216  7.0       05:30
 215  7.0       05:31
 215  7.0       05:32
 214  7.0       05:34
 213  7.0       05:35
 213  7.0       05:36
 213  7.0       05:37
 212  7.0       05:38
 212  7.0       05:39
 212  7.0       05:40
 211  7.0       05:41
 211  7.0       05:42
 211  7.0       05:43
 210  7.0       05:44
 210  7.0       05:45
 210  7.0       05:46
 209  7.0       05:47
 209  7.0       05:49
 208  7.0       05:50
 208  7.0       05:51
 208  7.0       05:52
 207  7.0       05:53
 207  7.0       05:54
 207  7.0       05:55
 206  7.0       05:56
 206  7.0       05:57
 206  7.0       05:58
 205  7.0       05:59
 205  7.0       06:00
 205  7.0       06:01
 204  7.0       06:03
 204  7.0       06:04
 203  7.0       06:05
 203  7.0       06:06
 203  7.0       06:07
 203  7.0       06:08
 202  7.0       06:09
 202  7.0       06:10
 202  0.4       06:11
 201  7.0       06:12
 201  7.0       06:13
 201  7.0       06:14
 201  7.0       06:15
 200  7.0       06:17
 200  7.0       06:18
 199  7.0       06:19
 199  7.0       06:20
 199  7.0       06:21
 198  7.0       06:22
 198  7.0       06:23
 198  7.0       06:24
 198  7.0       06:25
 197  7.0       06:26
 197  7.0       06:27
 197  7.0       06:28
 197  7.0       06:29
 196  7.0       06:30
 196  7.0       06:32
 195  7.0       06:33
 195  7.0       06:34
 195  7.0       06:35
 195  7.0       06:36
 194  7.0       06:37
 194  7.0       06:38
 194  7.0       06:39
 194  7.0       06:40
 193  7.0       06:41
 193  7.0       06:42
 193  7.0       06:43
 193  7.0       06:44
 192  7.0       06:46
 192  7.0       06:47
 191  7.0       06:48
 191  7.0       06:49
 191  7.0       06:50
 191  7.0       06:51
 191  7.0       06:52
 190  3.2       06:53
 190  7.0       06:54
 190  6.3       06:55
 190  7.0       06:56
 189  7.0       06:57
 189  7.0       06:58
 188  7.0       07:00
 188  7.0       07:01
 188  7.0       07:02
 188  7.0       07:03
 188  7.0       07:04
 187  7.0       07:05
 187  7.0       07:06
 187  7.0       07:07
 187  7.0       07:08
 186  7.0       07:09
 186  7.0       07:10
 186  7.0       07:11
 186  7.0       07:12
 185  7.0       07:14
 185  7.0       07:15
 185  7.0       07:16
 184  7.0       07:17
 184  7.0       07:18
 184  7.0       07:19
 184  7.0       07:20
 183  7.0       07:21
 183  7.0       07:22
 183  7.0       07:23
 183  7.0       07:24
 183  7.0       07:25
 182  7.0       07:26
 182  7.0       07:28
 181  7.0       07:29
 181  7.0       07:30
 181  7.0       07:31
 181  7.0       07:32
 181  7.0       07:33
 180  7.0       07:34
 180  7.0       07:35
 180  7.0       07:36
 180  7.0       07:37
 180  7.0       07:38
 179  7.0       07:39
 179  7.0       07:40
 179  7.0       07:42
 178  7.0       07:43
 178  7.0       07:44
 178  7.0       07:45
 178  7.0       07:46
 178  7.0       07:47
 177  7.0       07:48
 177  7.0       07:49
 177  7.0       07:50
 177  7.0       07:51
 177  7.0       07:52
 176  7.0       07:53
 176  7.0       07:54
 176  7.0       07:56
 175  7.0       07:57
 175  7.0       07:58
 175  7.0       07:59
 175  7.0       08:00
 175  7.0       08:01
 175  7.0       08:02
 174  7.0       08:03
 174  7.0       08:04
 174  7.0       08:05
 174  7.0       08:06
 174  7.0       08:07
 173  7.0       08:08
 173  7.0       08:09
 173  7.0       08:11
 173  7.0       08:12
 172  7.0       08:13
 172  7.0       08:14
 172  7.0       08:15
 172  7.0       08:16
 172  7.0       08:17
 171  7.0       08:18
 171  7.0       08:19
 171  7.0       08:20
 171  7.0       08:21
 171  7.0       08:22
 171  7.0       08:23
 170  7.0       08:25
 170  7.0       08:26
 170  7.0       08:27
 170  7.0       08:28
 169  7.0       08:29
 169  7.0       08:30
 169  7.0       08:31
 169  7.0       08:32
 169  7.0       08:33
 169  7.0       08:34
 168  7.0       08:35
 168  7.0       08:36
 168  7.0       08:38
 168  7.0       08:39
 167  7.0       08:40
 167  7.0       08:41
 167  7.0       08:42
 167  7.0       08:43
 167  7.0       08:44
 167  7.0       08:45
 166  7.0       08:46
 166  7.0       08:47
 166  7.0       08:48
 166  7.0       08:49
 166  7.0       08:50
 166  7.0       08:51
 165  7.0       08:53
 165  7.0       08:54
 165  7.0       08:55
 165  7.0       08:56
 165  7.0       08:57
 164  7.0       08:58
 164  7.0       08:59
 164  7.0       09:00
 164  7.0       09:01
 164  7.0       09:02
 164  7.0       09:03
 163  7.0       09:04
 163  7.0       09:05
 163  7.0       09:07
 163  3.1       09:08
