radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2684 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.89 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +44.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +43.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +43.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +44.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +43.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +40.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
21.0  0.5       00:01
 142  1.3       00:02
 175  1.3       00:03
 200  1.3       00:04
 211  1.3       00:05
 213  1.3       00:06
 215  1.3       00:07
 216  1.3       00:08
 195  1.3       00:10
 202  1.3       00:11
 204  1.3       00:12
 210  1.3       00:13
 211  1.3       00:14
 215  1.3       00:15
 215  1.3       00:16
 218  1.3       00:17
 207  1.3       00:19
 211  1.3       00:20
 210  1.3       00:21
 211  1.3       00:22
 214  1.3       00:23
 214  1.3       00:24
 216  1.3       00:25
 217  1.3       00:26
 219  1.3       00:27
 212  1.3       00:29
 213  1.3       00:30
 214  1.3       00:31
 216  1.3       00:32
 216  1.3       00:33
 218  1.3       00:34
 218  1.3       00:35
 214  1.3       00:37
 215  1.3       00:38
 216  1.3       00:39
 217  1.3       00:40
 219  1.3       00:41
 219  1.3       00:42
 220  1.3       00:43
 217  1.3       00:45
 217  1.3       00:46
 219  1.3       00:47
 219  1.3       00:48
 220  1.3       00:49
 216  1.3       00:51
 215  1.3       00:52
 217  1.3       00:53
 217  1.3       00:54
 218  1.3       00:55
 218  1.3       00:56
 216  1.3       00:58
 216  1.3       00:59
 217  1.3       01:00
 217  1.3       01:01
 218  1.3       01:02
 217  1.3       01:03
 218  1.3       01:04
 218  1.3       01:05
 216  1.3       01:07
 216  1.3       01:08
 216  1.3       01:09
 216  1.3       01:10
 217  1.3       01:11
 217  1.3       01:12
 218  1.3       01:13
 217  1.3       01:14
 215  1.3       01:16
 214  1.3       01:17
 215  1.3       01:18
 215  1.3       01:19
 215  1.3       01:20
 216  1.3       01:21
 216  1.3       01:22
 217  1.3       01:23
 217  1.3       01:24
 215  1.3       01:26
 216  1.3       01:27
 216  1.3       01:28
 216  1.3       01:29
 217  1.3       01:30
 217  1.3       01:31
 215  1.3       01:33
 216  1.3       01:34
 216  1.3       01:35
 216  1.3       01:36
 216  1.3       01:37
 216  1.3       01:38
 214  1.3       01:40
 215  1.3       01:41
 215  1.3       01:42
 215  1.3       01:43
 216  1.3       01:44
 216  1.3       01:45
 216  1.3       01:46
 217  1.3       01:47
 215  1.3       01:49
 215  1.3       01:50
 215  1.3       01:51
 215  1.3       01:52
 216  1.3       01:53
 216  1.3       01:54
 217  1.3       01:55
 215  1.3       01:57
 216  1.3       01:58
 216  1.3       01:59
 215  1.3       02:00
 216  1.3       02:01
 216  1.3       02:02
 216  1.3       02:03
 217  1.3       02:04
 215  1.3       02:06
 215  1.3       02:07
 216  1.3       02:08
 216  1.3       02:09
 217  1.3       02:10
 217  1.3       02:11
 217  1.3       02:12
 217  1.3       02:13
 217  1.3       02:14
 216  1.3       02:16
 216  1.3       02:17
 216  1.3       02:18
 217  1.3       02:19
 217  1.3       02:20
 217  1.3       02:21
 217  1.3       02:22
 217  1.3       02:23
 216  1.3       02:25
 215  1.3       02:26
 215  1.3       02:27
 216  1.3       02:28
 216  1.3       02:29
 217  1.3       02:30
 217  1.3       02:31
 217  1.3       02:32
 216  1.3       02:34
 216  1.3       02:35
 216  1.3       02:36
 216  1.3       02:37
 216  1.3       02:38
 217  1.3       02:39
 217  1.3       02:40
 217  1.3       02:41
 217  1.3       02:42
 216  1.3       02:44
 216  1.3       02:45
 216  1.3       02:46
 216  1.3       02:47
 215  1.3       02:49
 215  1.3       02:50
 215  1.3       02:51
 216  1.3       02:52
 216  1.3       02:53
 216  1.3       02:54
 216  1.3       02:55
 215  1.3       02:57
 215  1.3       02:58
 215  1.3       02:59
 215  1.3       03:00
 216  1.3       03:01
 216  1.3       03:02
 215  1.3       03:04
 215  1.3       03:05
 215  1.3       03:06
 215  1.3       03:07
 216  1.3       03:08
 216  1.3       03:09
 216  1.3       03:10
 215  1.3       03:12
 215  1.3       03:13
 216  1.3       03:14
 216  1.3       03:15
 216  1.3       03:16
 216  1.3       03:17
 216  1.3       03:18
 217  1.3       03:19
 216  1.3       03:21
 216  1.3       03:22
 216  1.3       03:23
 216  1.3       03:24
 216  1.3       03:25
 217  1.3       03:26
 217  1.3       03:27
 217  1.3       03:28
 216  1.3       03:30
 216  1.3       03:31
 216  1.3       03:32
 216  1.3       03:33
 216  1.3       03:34
 216  1.3       03:35
 216  1.3       03:36
 215  1.3       03:38
 216  1.3       03:39
 216  1.3       03:40
 216  1.3       03:41
 216  1.3       03:42
 216  1.3       03:43
 216  1.3       03:44
 216  1.3       03:45
 215  1.3       03:47
 215  1.3       03:48
 215  1.3       03:49
 215  1.3       03:50
 215  1.3       03:51
 215  1.3       03:52
 215  1.3       03:54
 215  1.3       03:55
 215  1.3       03:56
 215  1.3       03:57
 215  0.2       03:58
 214  1.3       03:59
 214  1.3       04:00
 213  1.3       04:01
 213  1.3       04:02
 212  1.3       04:03
 212  1.3       04:04
 210  1.3       04:06
 210  1.3       04:07
 209  0.0       04:08
 209  1.3       04:09
 208  1.3       04:10
 208  1.3       04:11
 207  1.3       04:12
 207  1.3       04:13
 206  1.3       04:14
 206  1.3       04:15
 205  1.3       04:16
 205  0.9       04:17
 204  1.3       04:18
 204  1.3       04:19
 203  1.3       04:21
 202  0.7       04:22
 202  1.3       04:23
 201  1.3       04:24
 201  1.3       04:25
 200  1.3       04:26
 200  1.3       04:27
 199  1.3       04:28
 199  1.3       04:29
 198  1.3       04:30
 198  0.6       04:31
 198  1.3       04:32
 197  1.3       04:33
 196  1.3       04:35
 196  1.3       04:36
 195  1.3       04:37
 195  1.3       04:38
 195  1.3       04:39
 194  1.3       04:40
 194  1.3       04:41
 193  1.3       04:42
 193  1.3       04:43
 192  1.3       04:44
 192  1.3       04:45
 192  1.3       04:46
 191  1.3       04:47
 191  1.3       04:48
 190  1.3       04:50
 189  1.3       04:51
 189  1.3       04:52
 189  1.3       04:53
