radeon-pci-0100
Adapter: PCI adapter
 232 10.2       04:57
 232 10.2       04:58
 231 10.2       04:59
 231 10.2       05:00
 232 10.2       05:01
 231 10.2       05:03
 231 10.2       05:04
 231 10.2       05:05
 231 10.2       05:06
 232 10.2       05:07
 232 10.2       05:08
 232 10.2       05:09
 231 10.2       05:11
 231 10.2       05:12
 232 10.2       05:13
 231 10.2       05:14
 231 10.2       05:15
 231 10.2       05:16
 232 10.2       05:17
 231 10.2       05:19
 231 10.2       05:20
 231 10.2       05:21
 231  9.1       05:22
 230 10.2       05:23
 230 10.2       05:24
 230 10.2       05:25
 229 10.2       05:26
 229 10.2       05:27
 228 10.2       05:28
 228 10.2       05:29
 227 10.2       05:31
 226 10.2       05:32
 226 10.2       05:33
 226 10.2       05:34
 225 10.2       05:35
 225 10.2       05:36
 224 10.2       05:37
 224 10.2       05:38
 224 10.2       05:39
 223 10.2       05:40
 223 10.2       05:41
 223 10.2       05:42
 222 10.2       05:43
 221 10.2       05:45
 221 10.2       05:46
 221 10.2       05:47
 220 10.2       05:48
 220 10.2       05:49
 220 10.2       05:50
 219 10.2       05:51
 219  4.0       05:52
 218 10.2       05:53
 218 10.2       05:54
 218 10.2       05:55
 217 10.2       05:56
 217 10.2       05:57
 217 10.2       05:58
 216 10.2       06:00
 216 10.2       06:01
 215 10.2       06:02
 215 10.2       06:03
 215 10.2       06:04
 214 10.2       06:05
 214 10.2       06:06
 214 10.2       06:07
 213 10.2       06:08
 213 10.2       06:09
 213 10.2       06:10
 212 10.2       06:11
 212 10.2       06:12
 212 10.2       06:13
 211 10.2       06:15
 211 10.2       06:16
 210 10.2       06:17
 210 10.2       06:18
 210 10.2       06:19
 209 10.2       06:20
 209 10.2       06:21
 209 10.2       06:22
 209 10.2       06:23
 208 10.2       06:24
 208 10.2       06:25
 208 10.2       06:26
 207 10.2       06:27
 207 10.2       06:29
 206 10.2       06:30
 206 10.2       06:31
 206 10.2       06:32
 206 10.2       06:33
 205 10.2       06:34
 205 10.2       06:35
 205 10.2       06:36
 204 10.2       06:37
 204 10.2       06:38
 204 10.2       06:39
 204 10.2       06:40
 203 10.2       06:41
 203 10.2       06:42
 202 10.2       06:44
 202 10.2       06:45
 202 10.2       06:46
 202 10.2       06:47
 201 10.2       06:48
 201 10.2       06:49
 201 10.2       06:50
 201 10.2       06:51
 200 10.2       06:52
 200 10.2       06:53
 200 10.2       06:54
 200 10.2       06:55
 199 10.2       06:56
 199 10.2       06:57
 198 10.2       06:59
 198 10.2       07:00
 198 10.2       07:01
 198 10.2       07:02
 198 10.2       07:03
 197 10.2       07:04
 197 10.2       07:05
 197 10.2       07:06
 197 10.2       07:07
 196 10.2       07:08
 196 10.2       07:09
 196 10.2       07:10
 196 10.2       07:11
 195 10.2       07:13
 195 10.2       07:14
 195 10.2       07:15
 194 10.2       07:16
 194 10.2       07:17
 194 10.2       07:18
 194  0.0       07:19
 193 10.2       07:20
 193 10.2       07:21
 193 10.2       07:22
 193 10.2       07:23
 192 10.2       07:24
 192 10.2       07:25
 192 10.2       07:26
 191 10.2       07:28
 191 10.2       07:29
 191 10.2       07:30
 190 10.2       07:31
 190 10.2       07:32
 190 10.2       07:33
 190 10.2       07:34
 190 10.2       07:35
 189 10.2       07:36
 189 10.2       07:37
 189 10.2       07:38
 189 10.2       07:39
 188 10.2       07:40
 188 10.2       07:42
 187 10.2       07:43
 187 10.2       07:44
 187 10.2       07:45
 187 10.2       07:46
 186 10.2       07:47
 186 10.2       07:48
 186 10.2       07:49
 186 10.2       07:50
 186 10.2       07:51
 185 10.2       07:52
 185 10.2       07:53
 185 10.2       07:54
 184 10.2       07:56
 184 10.2       07:57
 184 10.2       07:58
 184 10.2       07:59
 183 10.2       08:00
 183 10.2       08:01
 183 10.2       08:02
 183 10.2       08:03
 182 10.2       08:04
 182 10.2       08:05
 182 10.2       08:06
 182 10.2       08:07
 182 10.2       08:08
 181 10.2       08:10
 181 10.2       08:11
 180 10.2       08:12
 180 10.2       08:13
 180 10.2       08:14
 180 10.2       08:15
 180 10.2       08:16
 179 10.2       08:17
 179 10.2       08:18
 179 10.2       08:19
 179 10.2       08:20
 179 10.2       08:21
 178 10.2       08:22
 178 10.2       08:24
 178 10.2       08:25
 177 10.2       08:26
 177 10.2       08:27
 177 10.2       08:28
 177 10.2       08:29
 177 10.2       08:30
 176 10.2       08:31
 176 10.2       08:32
 176 10.2       08:33
 176 10.2       08:34
 176 10.2       08:35
 175 10.2       08:36
 175 10.2       08:38
 175 10.2       08:39
 174 10.2       08:40
 174 10.2       08:41
 174 10.2       08:42
 174 10.2       08:43
 174 10.2       08:44
 173 10.2       08:45
 173 10.2       08:46
 173 10.2       08:47
 173 10.2       08:48
 173 10.2       08:49
 173 10.2       08:50
 172  2.3       08:51
