radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2674 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.88 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +44.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +45.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +44.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
 0.0  0.5       00:00
 146  4.4       00:01
 307  5.3       00:02
 316  7.5       00:03
 228  9.6       00:05
 203 10.2       00:06
 213 10.2       00:07
 247 10.2       00:08
 244 10.2       00:09
 214 10.2       00:11
 207 10.2       00:12
 227 10.2       00:13
 234 10.2       00:14
 231 10.2       00:15
 221 10.2       00:16
 219 10.2       00:18
 228 10.2       00:19
 228 10.2       00:20
 222 10.2       00:21
 223 10.2       00:22
 234 10.2       00:23
 236 10.2       00:24
 224 10.2       00:26
 217 10.2       00:27
 224 10.2       00:28
 231 10.2       00:29
 230 10.2       00:30
 226 10.2       00:31
 228 10.2       00:32
 229 10.2       00:34
 229 10.2       00:35
 227 10.2       00:36
 223 10.2       00:37
 229 10.2       00:38
 232 10.2       00:39
 231 10.2       00:40
 222 10.2       00:42
 225 10.2       00:43
 230 10.2       00:44
 230 10.2       00:45
 228 10.2       00:46
 227 10.2       00:47
 231 10.2       00:48
 233 10.2       00:49
 228 10.2       00:51
 225 10.2       00:52
 228 10.2       00:53
 231 10.2       00:54
 230 10.2       00:55
 228 10.2       00:56
 228 10.2       00:57
 228 10.2       00:59
 229 10.2       01:00
 228 10.2       01:01
 225 10.2       01:02
 229 10.2       01:03
 232 10.2       01:04
 231 10.2       01:05
 229 10.2       01:06
 226 10.2       01:08
 230 10.2       01:09
 230 10.2       01:10
 229 10.2       01:11
 227 10.2       01:12
 231 10.2       01:13
 232 10.2       01:14
 228 10.2       01:16
 227 10.2       01:17
 229 10.2       01:18
 231 10.2       01:19
 231 10.2       01:20
 230 10.2       01:21
 229 10.2       01:22
 229 10.2       01:24
 230 10.2       01:25
 229 10.2       01:26
 227 10.2       01:27
 230 10.2       01:28
 232 10.2       01:29
 231 10.2       01:30
 230 10.2       01:31
 228 10.2       01:33
 231 10.2       01:34
 231 10.2       01:35
 230 10.2       01:36
 228 10.2       01:37
 231 10.2       01:38
 230 10.2       01:40
 229 10.2       01:41
 228 10.2       01:42
 228 10.2       01:43
 231 10.2       01:44
 231 10.2       01:45
 230 10.2       01:46
 229 10.2       01:47
 229 10.2       01:49
 230 10.2       01:50
 230 10.2       01:51
 229 10.2       01:52
 230 10.2       01:53
 232 10.2       01:54
 232 10.2       01:55
 229 10.2       01:57
 228 10.2       01:58
 230 10.2       01:59
 231 10.2       02:00
 230 10.2       02:01
 229 10.2       02:02
 231 10.2       02:03
 230 10.2       02:05
 230 10.2       02:06
 229 10.2       02:07
 229 10.2       02:08
 231 10.2       02:09
 231 10.2       02:10
 231 10.2       02:11
 229 10.2       02:12
 229 10.2       02:14
 230 10.2       02:15
 230 10.2       02:16
 229 10.2       02:17
 229 10.2       02:18
 231 10.2       02:19
 231 10.2       02:20
 229 10.2       02:22
 228 10.2       02:23
 230 10.2       02:24
 230 10.2       02:25
 230 10.2       02:26
 229 10.2       02:27
 230 10.2       02:28
 230 10.2       02:30
 230 10.2       02:31
 229 10.2       02:32
 229 10.2       02:33
 230 10.2       02:34
 232 10.2       02:35
 232 10.2       02:36
 230 10.2       02:38
 229 10.2       02:39
 231 10.2       02:40
 231 10.2       02:41
 231 10.2       02:42
 230 10.2       02:43
 231 10.2       02:44
 231 10.2       02:46
 231 10.2       02:47
 230 10.2       02:48
 230 10.2       02:49
 232 10.2       02:50
 232 10.2       02:51
 231 10.2       02:52
 230 10.2       02:54
 231 10.2       02:55
 231 10.2       02:56
 231 10.2       02:57
 230 10.2       02:58
 231 10.2       02:59
 232 10.2       03:00
 231 10.2       03:02
 230 10.2       03:03
 230 10.2       03:04
 232 10.2       03:05
 232 10.2       03:06
 231 10.2       03:07
 231 10.2       03:08
 231 10.2       03:10
 231 10.2       03:11
 231 10.2       03:12
 230 10.2       03:13
 230 10.2       03:14
 231 10.2       03:15
 232 10.2       03:16
 231 10.2       03:17
 229 10.2       03:19
 230 10.2       03:20
 231 10.2       03:21
 231 10.2       03:22
 231 10.2       03:23
 230 10.2       03:24
 231 10.2       03:25
 231 10.2       03:27
 230 10.2       03:28
 230 10.2       03:29
 231 10.2       03:30
 231 10.2       03:31
 231 10.2       03:32
 231 10.2       03:33
 230 10.2       03:35
 231 10.2       03:36
 231 10.2       03:37
 231 10.2       03:38
 230 10.2       03:39
 231 10.2       03:40
 232 10.2       03:41
 231 10.2       03:43
 230 10.2       03:44
 230 10.2       03:45
 231 10.2       03:46
 231 10.2       03:47
 231 10.2       03:48
 230 10.2       03:49
 230 10.2       03:51
 231 10.2       03:52
 231 10.2       03:53
 230 10.2       03:54
 230 10.2       03:55
 231 10.2       03:56
 231 10.2       03:57
 230 10.2       03:59
 229 10.2       04:00
 230 10.2       04:01
 231 10.2       04:02
 231 10.2       04:03
 230 10.2       04:04
 230 10.2       04:05
 231 10.2       04:07
 231 10.2       04:08
 230 10.2       04:09
 230 10.2       04:10
 231 10.2       04:11
 231 10.2       04:12
 231 10.2       04:13
 229 10.2       04:15
 230 10.2       04:16
 231 10.2       04:17
 231 10.2       04:18
 230 10.2       04:19
 231 10.2       04:20
 232 10.2       04:21
 231 10.2       04:23
 231 10.2       04:24
 230 10.2       04:25
 231 10.2       04:26
 231 10.2       04:27
 231 10.2       04:28
 231 10.2       04:29
 230 10.2       04:31
 231 10.2       04:32
 231 10.2       04:33
 231 10.2       04:34
 231 10.2       04:35
 232 10.2       04:36
 232 10.2       04:37
 231 10.2       04:39
 230 10.2       04:40
 231 10.2       04:41
 231 10.2       04:42
 231 10.2       04:43
 231 10.2       04:44
 231 10.2       04:45
 232 10.2       04:47
 232 10.2       04:48
 231 10.2       04:49
 231 10.2       04:50
 231 10.2       04:51
 232 10.2       04:52
 232 10.2       04:53
 231 10.2       04:55
 231 10.2       04:56
