radeon-pci-0100
Adapter: PCI adapter
 231 11.5       04:56
 231 11.5       04:57
 231 11.5       04:58
 231 11.5       04:59
 231 11.5       05:00
 231 11.5       05:01
 232 11.5       05:02
 231 11.5       05:04
 231 11.5       05:05
 230 11.5       05:06
 231 11.5       05:07
 232 11.5       05:08
 232 11.5       05:09
 231 11.5       05:10
 230 11.5       05:12
 231 11.5       05:13
 232 11.5       05:14
 231 11.5       05:15
 231 11.5       05:16
 231 11.5       05:17
 231 11.5       05:19
 231 11.5       05:20
 231 11.5       05:21
 231 11.5       05:22
 231 11.5       05:23
 231  0.3       05:24
 230 11.5       05:25
 230 11.5       05:26
 230 11.5       05:27
 229 11.5       05:28
 229 11.5       05:29
 228 11.5       05:31
 227 11.5       05:32
 227 11.5       05:33
 227 11.5       05:34
 226 11.5       05:35
 226 11.5       05:36
 225 11.5       05:37
 225 11.5       05:38
 225 11.5       05:39
 224 11.5       05:40
 224 11.5       05:41
 224 11.5       05:42
 223 11.5       05:43
 223 11.5       05:44
 222 11.5       05:46
 222 11.5       05:47
 221 11.5       05:48
 221 11.5       05:49
 221 11.5       05:50
 220 11.5       05:51
 220 11.5       05:52
 219 11.5       05:53
 219 11.5       05:54
 219 11.5       05:55
 218 11.5       05:56
 218 11.5       05:57
 218  9.0       05:58
 217 11.5       06:00
 216 11.5       06:01
 216 11.5       06:02
 216 11.5       06:03
 215 11.5       06:04
 215 11.5       06:05
 215 11.5       06:06
 214 11.5       06:07
 214 11.5       06:08
 214 11.5       06:09
 213 11.5       06:10
 213 11.5       06:11
 213 11.5       06:12
 213 11.5       06:13
 212 11.5       06:15
 211 11.5       06:16
 211 11.5       06:17
 211 11.5       06:18
 210 11.5       06:19
 210 11.5       06:20
 210 11.5       06:21
 210 11.5       06:22
 209 11.5       06:23
 209 11.5       06:24
 209 11.5       06:25
 208 11.5       06:26
 208 11.5       06:27
 208 11.5       06:28
 207 11.5       06:30
 207 11.5       06:31
 207  4.0       06:32
 206 11.5       06:33
 206 11.5       06:34
 206 11.5       06:35
 206 11.5       06:36
 205 11.5       06:37
 205 11.5       06:38
 205 11.5       06:39
 204 11.5       06:40
 204 11.5       06:41
 204 11.5       06:42
 203 11.5       06:44
 203 11.5       06:45
 203 11.5       06:46
 202 11.5       06:47
 202 11.5       06:48
 202 11.5       06:49
 202 11.5       06:50
 201 11.5       06:51
 201 11.5       06:52
 201 11.5       06:53
 201 11.5       06:54
 200 11.5       06:55
 200 11.5       06:56
 200 11.5       06:57
 199 11.5       06:59
 199 11.5       07:00
 199 11.5       07:01
 198 11.5       07:02
 198 11.5       07:03
 198 11.5       07:04
 198 11.5       07:05
 197  9.0       07:06
 197 11.5       07:07
 197 11.5       07:08
 197 11.5       07:09
 196 11.5       07:10
 196 11.5       07:11
 196 11.5       07:12
 195 11.5       07:14
 195 11.5       07:15
 195 11.5       07:16
 194 11.5       07:17
 194 11.5       07:18
 194 11.5       07:19
 194 11.5       07:20
 193 11.5       07:21
 193 11.5       07:22
 193 11.5       07:23
 193 11.5       07:24
 192 11.5       07:25
 192 11.5       07:26
 191 11.5       07:28
 191 11.5       07:29
 191 11.5       07:30
 191 11.5       07:31
 190 11.5       07:32
 190 11.5       07:33
 190 11.5       07:34
 190 11.5       07:35
 189 11.5       07:36
 189 11.5       07:37
 189 11.5       07:38
 189 11.5       07:39
 189 11.5       07:40
 188 11.5       07:41
 188 11.5       07:43
 187 11.5       07:44
 187 11.5       07:45
 187 11.5       07:46
 187 11.5       07:47
 187 11.5       07:48
 186 11.5       07:49
 186 11.5       07:50
 186 11.5       07:51
 186 11.5       07:52
 185 11.5       07:53
 185 11.5       07:54
 185 11.5       07:55
 184 11.5       07:57
 184 11.5       07:58
 184 11.5       07:59
 184 11.5       08:00
 183 11.5       08:01
 183 11.5       08:02
 183 11.5       08:03
 183 11.5       08:04
 183 11.5       08:05
 182 11.5       08:06
 182 11.5       08:07
 182 11.5       08:08
 182 11.5       08:09
 181 11.5       08:11
 181 11.5       08:12
 181 11.5       08:13
 181 11.5       08:14
 180 11.5       08:15
 180 11.5       08:16
 180 11.5       08:17
 180 11.5       08:18
 179 11.5       08:19
 179 11.5       08:20
 179 11.5       08:21
 179 11.5       08:22
 178 11.5       08:24
 178 11.5       08:25
 178 11.5       08:26
 178 11.5       08:27
 178 11.5       08:28
 177 11.5       08:29
 177 11.5       08:30
 177 11.5       08:31
 177 11.5       08:32
 177 11.5       08:33
 176 11.5       08:34
 176 11.5       08:35
 176 11.5       08:36
 175 11.5       08:38
 175 11.5       08:39
 175 11.5       08:40
 175 11.5       08:41
 175 11.5       08:42
 175 11.5       08:43
 174 11.5       08:44
 174 11.5       08:45
 174 11.5       08:46
 174 11.5       08:47
 174 11.5       08:48
 173 11.5       08:49
 173 11.5       08:50
 173 11.5       08:51
 173 11.5       08:53
 172 11.5       08:54
 172 11.5       08:55
 172 11.5       08:56
 172 11.5       08:57
 172 11.5       08:58
 172 11.5       08:59
 171 11.5       09:00
 171 11.5       09:01
 171 11.5       09:02
 171 11.5       09:03
 171 11.5       09:04
 171 11.5       09:05
 170 11.5       09:07
 170 11.5       09:08
 170 11.5       09:09
