radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2700 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.89 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +44.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +44.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +45.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +44.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
 0.0  0.5       00:00
 143  3.1       00:02
 184  3.2       00:03
 203  3.2       00:04
 219  3.2       00:05
 206  3.2       00:06
 211  3.2       00:07
 193  3.2       00:09
 194  3.2       00:10
 195  3.2       00:11
 197  3.2       00:12
 203  3.2       00:13
 208  3.2       00:14
 212  3.2       00:15
 215  3.2       00:16
 203  3.2       00:18
 204  3.2       00:19
 205  3.2       00:20
 209  3.2       00:21
 211  3.2       00:22
 213  3.2       00:23
 208  3.2       00:24
 203  3.2       00:26
 205  3.2       00:27
 207  3.2       00:28
 210  3.2       00:29
 210  3.2       00:30
 209  3.2       00:31
 211  3.2       00:32
 207  3.2       00:34
 208  3.2       00:35
 209  3.2       00:36
 210  3.2       00:37
 210  3.2       00:38
 210  3.2       00:39
 212  3.2       00:40
 209  3.2       00:42
 209  3.2       00:43
 209  3.2       00:44
 209  3.2       00:45
 210  3.2       00:46
 212  3.2       00:47
 213  3.2       00:48
 210  3.2       00:50
 210  3.2       00:51
 209  3.2       00:52
 211  3.2       00:53
 212  3.2       00:54
 213  3.2       00:55
 214  3.2       00:56
 210  3.2       00:58
 210  3.2       00:59
 211  3.2       01:00
 212  3.2       01:01
 212  3.2       01:02
 212  3.2       01:03
 212  3.2       01:04
 209  3.2       01:06
 211  3.2       01:07
 212  3.2       01:08
 212  3.2       01:09
 213  3.2       01:10
 213  3.2       01:11
 213  3.2       01:12
 211  3.2       01:14
 212  3.2       01:15
 213  3.2       01:16
 213  3.2       01:17
 214  3.2       01:18
 214  3.2       01:19
 214  3.2       01:20
 211  3.2       01:22
 212  3.2       01:23
 213  3.2       01:24
 213  3.2       01:25
 214  3.2       01:26
 213  3.2       01:27
 211  3.2       01:29
 212  3.2       01:30
 212  3.2       01:31
 211  3.2       01:32
 211  3.2       01:33
 212  3.2       01:34
 213  3.2       01:35
 211  3.2       01:37
 211  3.2       01:38
 211  3.2       01:39
 211  3.2       01:40
 212  3.2       01:41
 213  3.2       01:42
 213  3.2       01:43
 212  3.2       01:45
 212  3.2       01:46
 212  3.2       01:47
 212  3.2       01:48
 213  3.2       01:49
 213  3.2       01:50
 214  3.2       01:51
 212  3.2       01:53
 212  3.2       01:54
 212  3.2       01:55
 212  3.2       01:56
 213  3.2       01:57
 213  3.2       01:58
 214  3.2       01:59
 213  3.2       02:00
 212  3.2       02:02
 212  3.2       02:03
 213  3.2       02:04
 213  3.2       02:05
 214  3.2       02:06
 214  3.2       02:07
 214  3.2       02:08
 212  3.2       02:10
 213  3.2       02:11
 213  3.2       02:12
 213  3.2       02:13
 214  3.2       02:14
 214  3.2       02:15
 214  3.2       02:16
 212  3.2       02:18
 213  3.2       02:19
 213  3.2       02:20
 214  3.2       02:21
 214  3.2       02:22
 214  3.2       02:23
 214  3.2       02:24
 214  3.2       02:25
 213  3.2       02:27
 214  3.2       02:28
 214  3.2       02:29
 214  3.2       02:30
 214  3.2       02:31
 214  3.2       02:32
 215  3.2       02:33
 213  3.2       02:35
 213  3.2       02:36
 213  3.2       02:37
 213  3.2       02:38
 214  3.2       02:39
 214  3.2       02:40
 215  3.2       02:41
 215  3.2       02:42
 213  3.2       02:44
 213  3.2       02:45
 214  3.2       02:46
 214  3.2       02:47
 214  3.2       02:48
 214  3.2       02:49
 214  3.2       02:50
 213  3.2       02:52
 214  3.2       02:53
 214  3.2       02:54
 214  3.2       02:55
 215  3.2       02:56
 215  3.2       02:57
 215  3.2       02:58
 215  3.2       02:59
 214  3.2       03:01
 214  3.2       03:02
 215  3.2       03:03
 214  3.2       03:04
 214  3.2       03:05
 215  3.2       03:06
 215  3.2       03:07
 214  3.2       03:09
 214  3.2       03:10
 214  3.2       03:11
 215  3.2       03:12
 215  3.2       03:13
 215  3.2       03:14
 213  3.2       03:16
 214  3.2       03:17
 214  3.2       03:18
 215  3.2       03:19
 215  3.2       03:20
 215  3.2       03:21
 215  3.2       03:22
 214  3.2       03:24
 215  3.2       03:25
 215  3.2       03:26
 215  3.2       03:27
 215  3.2       03:28
 215  3.2       03:29
 215  3.2       03:31
 215  3.2       03:32
 214  3.2       03:33
 215  3.2       03:34
 215  3.2       03:35
 215  3.2       03:36
 214  3.2       03:38
 214  3.2       03:39
 214  3.2       03:40
 214  3.2       03:41
 215  3.2       03:42
 214  3.2       03:44
 214  3.2       03:45
 214  3.2       03:46
 214  3.2       03:47
 214  3.2       03:48
 215  3.2       03:49
 215  3.2       03:50
 214  3.2       03:52
 215  3.2       03:53
 215  3.2       03:54
 215  3.2       03:55
 215  3.2       03:56
 215  3.2       03:57
 215  3.2       03:58
 214  3.2       04:00
 215  3.2       04:01
 215  3.2       04:02
 215  3.2       04:03
 215  3.2       04:04
 215  3.2       04:05
 215  3.2       04:06
 215  3.2       04:07
 214  3.2       04:09
 214  3.2       04:10
 214  3.2       04:11
 215  3.2       04:12
 215  3.2       04:13
 215  3.2       04:14
 215  3.2       04:15
 215  3.2       04:16
 214  3.2       04:18
 215  3.2       04:19
 215  3.2       04:20
 215  3.2       04:21
 215  3.2       04:22
 215  3.2       04:23
 215  3.2       04:24
 215  3.2       04:26
 215  3.2       04:27
 215  3.2       04:28
 215  3.2       04:29
 215  3.2       04:30
 215  3.2       04:31
 215  3.2       04:32
 215  3.2       04:33
 215  3.2       04:35
 215  3.2       04:36
 215  3.2       04:37
 215  3.2       04:38
 215  0.0       04:39
 214  3.2       04:40
 214  3.2       04:41
 214  3.2       04:42
 213  3.2       04:44
 212  3.2       04:45
 212  3.2       04:46
 211  3.2       04:47
 211  3.2       04:48
 210  3.2       04:49
 210  3.2       04:50
 209  3.2       04:51
 209  3.2       04:52
 209  3.2       04:53
 208  3.2       04:54
 208  3.2       04:55
