radeon-pci-0100
Adapter: PCI adapter
 207  3.2       04:56
 207  3.2       04:57
 206  3.2       04:59
 206  0.4       05:00
 205  3.2       05:01
 205  3.2       05:02
 205  3.2       05:03
 204  3.2       05:04
 204  3.2       05:05
 203  3.2       05:06
 203  3.2       05:07
 203  3.2       05:08
 202  3.2       05:09
 201  0.9       05:11
 201  3.2       05:12
 201  3.2       05:13
 200  3.2       05:14
 200  3.2       05:15
 200  3.2       05:16
 199  3.2       05:17
 199  3.2       05:18
 199  3.2       05:19
 198  3.2       05:20
 198  3.2       05:21
 198  3.2       05:22
 197  3.2       05:23
 197  3.2       05:24
 196  3.2       05:26
 196  3.2       05:27
 195  3.2       05:28
 195  3.2       05:29
 195  3.2       05:30
 195  3.2       05:31
 194  3.2       05:32
 194  3.2       05:33
 193  3.2       05:34
 193  3.2       05:35
 193  3.2       05:36
 193  3.2       05:37
 192  3.2       05:39
 191  3.2       05:40
 191  3.2       05:41
 191  3.2       05:42
 191  3.2       05:43
 190  3.2       05:44
 190  3.2       05:45
 190  3.2       05:46
 190  3.2       05:47
 189  3.2       05:48
 189  3.2       05:49
 189  3.2       05:50
 188  3.2       05:51
 188  3.2       05:53
 187  3.2       05:54
 187  3.2       05:55
 187  3.2       05:56
 186  3.2       05:57
 186  3.2       05:58
 186  3.2       05:59
 186  3.2       06:00
 185  3.2       06:01
 185  3.2       06:02
 185  3.2       06:03
 185  3.2       06:04
 184  3.2       06:06
 184  3.2       06:07
 183  3.2       06:08
 183  3.2       06:09
 183  3.2       06:10
 183  3.2       06:11
 183  1.4       06:12
 182  3.2       06:13
 182  3.2       06:14
 182  3.2       06:15
 181  3.2       06:16
 181  3.2       06:17
 181  3.2       06:19
 180  3.2       06:20
 180  3.2       06:21
 180  3.2       06:22
 180  3.2       06:23
 179  3.2       06:24
 179  3.2       06:25
 179  3.2       06:26
 179  3.2       06:27
 179  3.2       06:28
 178  3.2       06:29
 178  3.2       06:31
 178  3.2       06:32
 177  3.2       06:33
 177  3.2       06:34
 177  3.2       06:35
 176  3.2       06:36
 176  3.2       06:37
 176  3.2       06:38
 176  3.2       06:39
 176  3.2       06:40
 175  3.2       06:41
 175  3.2       06:42
 175  3.2       06:43
 174  3.2       06:45
 174  3.2       06:46
 174  3.2       06:47
 174  3.2       06:48
 173  3.2       06:49
 173  3.2       06:50
 173  3.2       06:51
 173  3.2       06:52
 173  3.2       06:53
 172  3.2       06:54
 172  3.2       06:55
 172  3.2       06:56
 171  3.2       06:58
 171  3.2       06:59
 171  3.2       07:00
 171  3.2       07:01
 171  3.2       07:02
 170  3.2       07:03
 170  3.2       07:05
 170  3.2       07:06
 169  3.2       07:07
 169  3.2       07:08
 169  3.2       07:09
 169  3.2       07:10
 169  3.2       07:11
 168  3.2       07:12
 168  3.2       07:13
 168  3.2       07:14
 168  3.2       07:15
 168  3.2       07:16
 167  3.2       07:18
 167  3.2       07:19
 167  3.2       07:20
 167  3.2       07:21
 166  3.2       07:22
 166  3.2       07:23
 166  3.2       07:24
 166  3.2       07:25
 166  3.2       07:26
 165  3.2       07:27
 165  3.2       07:29
 165  3.2       07:30
 165  3.2       07:31
 164  3.2       07:32
 164  3.2       07:33
 164  3.2       07:34
 164  3.2       07:35
 163  3.2       07:37
 163  3.2       07:38
 163  3.2       07:39
 163  3.2       07:40
 163  3.2       07:41
 163  3.2       07:42
 162  3.2       07:43
 162  3.2       07:44
 162  3.2       07:45
 162  3.2       07:46
 161  3.2       07:48
 161  3.2       07:49
 161  3.2       07:50
 161  3.2       07:51
 161  3.2       07:52
 161  3.2       07:53
 160  3.2       07:54
 160  3.2       07:55
 160  3.2       07:56
 160  3.2       07:58
 159  3.2       07:59
 159  3.2       08:00
 159  3.2       08:01
 159  3.2       08:02
 159  3.2       08:03
 159  3.2       08:04
 158  3.2       08:05
 158  3.2       08:06
 158  3.2       08:08
 158  3.2       08:09
 158  3.2       08:10
 157  3.2       08:11
 157  3.2       08:12
 157  3.2       08:13
 157  3.2       08:14
 156  3.2       08:16
 156  3.2       08:17
 156  3.2       08:18
 156  3.2       08:19
 156  3.2       08:20
 156  3.2       08:21
 156  3.2       08:22
 155  3.2       08:23
 155  3.2       08:25
 155  3.2       08:26
 155  3.2       08:27
 155  3.2       08:28
 154  3.2       08:29
 154  3.2       08:30
 154  3.2       08:31
 154  3.2       08:32
 154  3.2       08:34
 153  3.2       08:35
 153  3.2       08:36
 153  3.2       08:37
 153  3.2       08:38
 153  3.2       08:39
 152  3.2       08:41
 152  3.2       08:42
 152  3.2       08:43
 152  3.2       08:44
 152  3.2       08:45
 152  3.2       08:46
 152  3.2       08:47
 152  3.2       08:48
 151  3.2       08:49
 151  3.2       08:50
 151  3.2       08:52
 151  3.2       08:53
 151  3.2       08:54
 150  3.2       08:55
 150  3.2       08:56
 150  3.2       08:57
 150  3.2       08:58
 150  3.2       08:59
 150  3.2       09:00
 150  3.2       09:01
 149  3.2       09:03
 149  3.2       09:04
 149  3.2       09:05
 149  3.2       09:06
 149  3.2       09:07
 149  3.2       09:08
 149  3.2       09:09
 149  3.2       09:10
 148  3.2       09:11
 148  3.2       09:12
 148  3.2       09:13
 148  3.2       09:15
 148  3.2       09:16
 148  3.2       09:17
 147  3.2       09:18
 147  3.2       09:19
 147  3.2       09:20
 147  3.2       09:21
 147  3.2       09:22
 147  3.2       09:24
 146  3.2       09:25
 146  3.2       09:26
 146  3.2       09:27
 146  3.2       09:28
 146  3.2       09:29
 146  3.2       09:30
 146  3.2       09:31
 146  3.2       09:32
