radeon-pci-0100
Adapter: PCI adapter
 231 10.9       04:58
 231 10.9       04:59
 231 10.9       05:00
 231 10.9       05:01
 232 10.9       05:02
 232 10.9       05:03
 232 10.9       05:04
 231 10.9       05:05
 231 10.9       05:07
 232 10.9       05:08
 232 10.9       05:09
 231 10.9       05:10
 231 10.9       05:11
 231 10.9       05:12
 232 10.9       05:13
 231 10.9       05:15
 231 10.9       05:16
 231 10.9       05:17
 231 10.9       05:18
 232 10.9       05:19
 232 10.9       05:20
 231 10.9       05:21
 231 10.9       05:23
 231 10.9       05:24
 231  1.1       05:25
 230 10.9       05:26
 230 10.9       05:27
 230 10.9       05:28
 229 10.9       05:29
 229 10.9       05:30
 228 10.9       05:31
 228 10.9       05:32
 228 10.9       05:33
 227 10.9       05:34
 226 10.9       05:36
 226 10.9       05:37
 225 10.9       05:38
 225 10.9       05:39
 225 10.9       05:40
 224 10.9       05:41
 224 10.9       05:42
 224 10.9       05:43
 223 10.9       05:44
 223 10.9       05:45
 222 10.9       05:46
 222 10.9       05:47
 222 10.9       05:48
 221 10.9       05:49
 220 10.9       05:51
 220 10.9       05:52
 220 10.9       05:53
 219 10.9       05:54
 219 10.9       05:55
 219  1.3       05:56
 218  9.2       05:57
 218 10.9       05:58
 217 10.9       05:59
 217 10.9       06:00
 217 10.9       06:01
 216 10.9       06:02
 216 10.9       06:03
 215 10.9       06:05
 215 10.9       06:06
 215 10.9       06:07
 214 10.9       06:08
 214 10.9       06:09
 214 10.9       06:10
 213 10.9       06:11
 213 10.9       06:12
 213 10.9       06:13
 212 10.9       06:14
 212 10.9       06:15
 212 10.9       06:16
 211 10.9       06:17
 211 10.9       06:18
 210 10.9       06:20
 210 10.9       06:21
 210 10.9       06:22
 209 10.9       06:23
 209 10.9       06:24
 209 10.9       06:25
 209 10.9       06:26
 208 10.9       06:27
 208 10.9       06:28
 208  2.9       06:29
 207 10.9       06:30
 207 10.9       06:31
 207 10.9       06:32
 207 10.9       06:33
 206 10.9       06:35
 206 10.9       06:36
 205 10.9       06:37
 205 10.9       06:38
 205 10.9       06:39
 204 10.9       06:40
 204 10.9       06:41
 204 10.9       06:42
 204 10.9       06:43
 203 10.9       06:44
 203 10.9       06:45
 203 10.9       06:46
 203 10.9       06:47
 202 10.9       06:49
 202 10.9       06:50
 201 10.9       06:51
 201 10.9       06:52
 201 10.9       06:53
 201 10.9       06:54
 200 10.9       06:55
 200 10.9       06:56
 200 10.9       06:57
 200 10.9       06:58
 200 10.9       06:59
 199  1.3       07:00
 199 10.9       07:01
 199 10.9       07:02
 198 10.9       07:04
 198 10.9       07:05
 197 10.9       07:06
 197 10.9       07:07
 197 10.9       07:08
 197 10.9       07:09
 196 10.9       07:10
 196 10.9       07:11
 196 10.9       07:12
 196 10.9       07:13
 195 10.9       07:14
 195 10.9       07:15
 195 10.9       07:16
 194 10.9       07:18
 194 10.9       07:19
 194 10.9       07:20
 193 10.9       07:21
 193 10.9       07:22
 193 10.9       07:23
 193 10.9       07:24
 192 10.9       07:25
 192 10.9       07:26
 192 10.9       07:27
 192 10.9       07:28
 191 10.9       07:29
 191 10.9       07:30
 190 10.9       07:32
 190 10.9       07:33
 190 10.9       07:34
 190 10.9       07:35
 190 10.9       07:36
 189 10.9       07:37
 189 10.9       07:38
 189 10.9       07:39
 189 10.9       07:40
 188 10.9       07:41
 188 10.9       07:42
 188 10.9       07:43
 188 10.9       07:44
 187 10.9       07:46
 187 10.9       07:47
 187 10.9       07:48
 186 10.9       07:49
 186 10.9       07:50
 186 10.9       07:51
 186 10.9       07:52
 186 10.9       07:53
 185 10.9       07:54
 185 10.9       07:55
 185 10.9       07:56
 185 10.9       07:57
 184 10.9       07:58
 184 10.9       08:00
 184 10.9       08:01
 183 10.9       08:02
 183 10.9       08:03
 183 10.9       08:04
 183 10.9       08:05
 183 10.9       08:06
 182 10.9       08:07
 182 10.9       08:08
 182 10.9       08:09
 182 10.9       08:10
 182 10.9       08:11
 181 10.9       08:12
 181 10.9       08:14
 181 10.9       08:15
 180 10.9       08:16
 180 10.9       08:17
 180 10.9       08:18
 180 10.9       08:19
 180 10.9       08:20
 179 10.9       08:21
 179 10.9       08:22
 179 10.9       08:23
 179 10.9       08:24
 179 10.9       08:25
 178 10.9       08:26
 178 10.9       08:28
 178 10.9       08:29
 177 10.9       08:30
 177 10.9       08:31
 177 10.9       08:32
 177 10.9       08:33
 177 10.9       08:34
 177 10.9       08:35
 176 10.9       08:36
 176 10.9       08:37
 176 10.9       08:38
 176 10.9       08:39
 176 10.9       08:40
 175 10.9       08:41
 175 10.9       08:43
 175 10.9       08:44
 175 10.9       08:45
 174 10.9       08:46
 174 10.9       08:47
 174 10.9       08:48
 174 10.9       08:49
 174 10.9       08:50
 173 10.9       08:51
 173 10.9       08:52
 173 10.9       08:53
 173 10.9       08:54
 173 10.9       08:55
 172 10.9       08:57
 172 10.9       08:58
 172 10.9       08:59
 172 10.9       09:00
 172 10.9       09:01
 171 10.9       09:02
 171 10.9       09:03
 171 10.9       09:04
 171 10.9       09:05
 171 10.9       09:06
 171 10.9       09:07
 170 10.9       09:08
 170 10.9       09:09
