radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2710 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.88 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +48.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +47.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +48.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +48.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +48.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +45.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
 0.0  0.3       00:00
65.0  4.9       00:01
 263  5.8       00:02
 244  7.3       00:04
 244 10.2       00:05
 231 11.7       00:06
 208 12.1       00:07
 200 12.1       00:08
 228 12.1       00:09
 248 12.1       00:10
 225 12.1       00:12
 219 12.1       00:13
 206 12.1       00:14
 216 12.1       00:15
 230 12.1       00:16
 235 12.1       00:17
 233 12.1       00:18
 226 12.1       00:19
 215 12.1       00:21
 225 12.1       00:22
 232 12.1       00:23
 231 12.1       00:24
 229 12.1       00:25
 221 12.1       00:26
 226 12.1       00:27
 234 12.1       00:28
 229 12.1       00:30
 228 12.1       00:31
 224 12.1       00:32
 224 12.1       00:33
 231 12.1       00:34
 235 12.1       00:35
 234 12.1       00:36
 231 12.1       00:37
 220 12.1       00:39
 227 12.1       00:40
 233 12.1       00:41
 233 12.1       00:42
 231 12.1       00:43
 228 12.1       00:44
 225 12.1       00:46
 230 12.1       00:47
 232 12.1       00:48
 231 12.1       00:49
 229 12.1       00:50
 228 12.1       00:51
 232 12.1       00:52
 233 12.1       00:54
 233 12.1       00:55
 232 12.1       00:56
 229 12.1       00:57
 230 12.1       00:58
 234 12.1       00:59
 236 12.1       01:00
 232 12.1       01:02
 230 12.1       01:03
 228 12.1       01:04
 232 12.1       01:05
 234 12.1       01:06
 234 12.1       01:07
 233 12.1       01:08
 227 12.1       01:10
 230 12.1       01:11
 233 12.1       01:12
 234 12.1       01:13
 233 12.1       01:14
 231 12.1       01:15
 232 12.1       01:16
 231 12.1       01:18
 233 12.1       01:19
 232 12.1       01:20
 231 12.1       01:21
 230 12.1       01:22
 233 12.1       01:23
 235 12.1       01:24
 232 12.1       01:26
 231 12.1       01:27
 229 12.1       01:28
 232 12.1       01:29
 235 12.1       01:30
 235 12.1       01:31
 234 12.1       01:32
 230 12.1       01:34
 231 12.1       01:35
 233 12.1       01:36
 234 12.1       01:37
 233 12.1       01:38
 232 12.1       01:39
 231 12.1       01:40
 231 12.1       01:42
 233 12.1       01:43
 233 12.1       01:44
 232 12.1       01:45
 230 12.1       01:46
 232 12.1       01:47
 234 12.1       01:48
 232 12.1       01:50
 232 12.1       01:51
 231 12.1       01:52
 231 12.1       01:53
 233 12.1       01:54
 234 12.1       01:55
 234 12.1       01:56
 233 12.1       01:57
 230 12.1       01:59
 231 12.1       02:00
 233 12.1       02:01
 233 12.1       02:02
 233 12.1       02:03
 231 12.1       02:04
 232 12.1       02:05
 232 12.1       02:07
 233 12.1       02:08
 232 12.1       02:09
 231 12.1       02:10
 231 12.1       02:11
 232 12.1       02:12
 234 12.1       02:13
 232 12.1       02:15
 231 12.1       02:16
 230 12.1       02:17
 231 12.1       02:18
 232 12.1       02:19
 233 12.1       02:20
 233 12.1       02:21
 232 12.1       02:22
 230 12.1       02:24
 232 12.1       02:25
 233 12.1       02:26
 234 12.1       02:27
 234 12.1       02:28
 233 12.1       02:29
 232 12.1       02:30
 232 12.1       02:32
 233 12.1       02:33
 233 12.1       02:34
 233 12.1       02:35
 231 12.1       02:36
 233 12.1       02:37
 233 12.1       02:39
 233 12.1       02:40
 233 12.1       02:41
 232 12.1       02:42
 232 12.1       02:43
 233 12.1       02:44
 234 12.1       02:45
 234 12.1       02:46
 232 12.1       02:48
 231 12.1       02:49
 233 12.1       02:50
 234 12.1       02:51
 234 12.1       02:52
 233 12.1       02:53
 232 12.1       02:54
 232 12.1       02:56
 234 12.1       02:57
 234 12.1       02:58
 233 12.1       02:59
 232 12.1       03:00
 233 12.1       03:01
 234 12.1       03:02
 233 12.1       03:04
 233 12.1       03:05
 232 12.1       03:06
 232 12.1       03:07
 233 12.1       03:08
 234 12.1       03:09
 233 12.1       03:11
 232 12.1       03:12
 232 12.1       03:13
 233 12.1       03:14
 234 12.1       03:15
 234 12.1       03:16
 234 12.1       03:17
 232 12.1       03:19
 231 12.1       03:20
 232 12.1       03:21
 233 12.1       03:22
 233 12.1       03:23
 233 12.1       03:24
 232 12.1       03:25
 231 12.1       03:27
 232 12.1       03:28
 233 12.1       03:29
 233 12.1       03:30
 232 12.1       03:31
 232 12.1       03:32
 233 12.1       03:33
 233 12.1       03:34
 233 12.1       03:35
 232 12.1       03:37
 231 12.1       03:38
 232 12.1       03:39
 233 12.1       03:40
 233 12.1       03:41
 233 12.1       03:42
 231 12.1       03:44
 231 12.1       03:45
 232 12.1       03:46
 233 12.1       03:47
 233 12.1       03:48
 233 12.1       03:49
 232 12.1       03:50
 232 12.1       03:51
 232 12.1       03:53
 232 12.1       03:54
 232 12.1       03:55
 232 12.1       03:56
 232 12.1       03:57
 233 12.1       03:58
 232 12.1       04:00
 232 12.1       04:01
 232 12.1       04:02
 231 12.1       04:03
 232 12.1       04:04
 233 12.1       04:05
 233 12.1       04:06
 233 12.1       04:07
 231 12.1       04:09
 231 12.1       04:10
 232 12.1       04:11
 233 12.1       04:12
 233 12.1       04:13
 232 12.1       04:14
 232 12.1       04:15
 232 12.1       04:17
 233 12.1       04:18
 232 12.1       04:19
 232 12.1       04:20
 232 12.1       04:21
 232 12.1       04:22
 232 12.1       04:24
 233 12.1       04:25
 232 12.1       04:26
 232 12.1       04:27
 232 12.1       04:28
 233 12.1       04:29
 233 12.1       04:30
 233 12.1       04:31
 232 12.1       04:33
 232 12.1       04:34
 232 12.1       04:35
 233 12.1       04:36
 233 12.1       04:37
 233 12.1       04:38
 232 12.1       04:39
 232 12.1       04:41
 233 12.1       04:42
 233 12.1       04:43
 233 12.1       04:44
 232 12.1       04:45
 233 12.1       04:46
 233 12.1       04:48
 233 12.1       04:49
 233 12.1       04:50
 232 12.1       04:51
 233 12.1       04:52
 233 12.1       04:53
 234 12.1       04:54
 234 12.1       04:55
