radeon-pci-0100
Adapter: PCI adapter
 232 12.1       04:57
 232 12.1       04:58
 233 12.1       04:59
 234 12.1       05:00
 233 12.1       05:01
 233 12.1       05:02
 232 12.1       05:04
 233 12.1       05:05
 234 12.1       05:06
 234 12.1       05:07
 234 12.1       05:08
 234 12.1       05:09
 232 12.1       05:11
 233 12.1       05:12
 234 12.1       05:13
 234 12.1       05:14
 234 12.1       05:15
 233 12.1       05:16
 233 12.1       05:17
 233 12.1       05:19
 234 12.1       05:20
 233 12.1       05:21
 233 12.1       05:22
 233 12.1       05:23
 234 12.1       05:24
 233 12.1       05:26
 233 12.1       05:27
 233 12.1       05:28
 233 12.1       05:29
 233  0.0       05:30
 233 12.1       05:31
 232 12.1       05:32
 232 12.1       05:33
 232 12.1       05:34
 230 12.1       05:36
 230 12.1       05:37
 230 12.1       05:38
 229 12.1       05:39
 229 12.1       05:40
 229 12.1       05:41
 228 12.1       05:42
 228 12.1       05:43
 227 12.1       05:44
 227 12.1       05:45
 227 12.1       05:46
 226 12.1       05:47
 226 12.1       05:48
 226 12.1       05:49
 225 12.1       05:51
 224 12.1       05:52
 224 12.1       05:53
 223 12.1       05:54
 223 12.1       05:55
 223 12.1       05:56
 222 12.1       05:57
 222 12.1       05:58
 222 12.1       05:59
 221 12.1       06:00
 221 12.1       06:01
 221 12.1       06:02
 220 12.1       06:03
 220 12.1       06:05
 219  4.0       06:06
 219 12.1       06:07
 219 12.1       06:08
 218 12.1       06:09
 218 12.1       06:10
 218 12.1       06:11
 217 12.1       06:12
 217 12.1       06:13
 217 12.1       06:14
 216 12.1       06:15
 216 12.1       06:16
 216 12.1       06:17
 215 12.1       06:18
 214 12.1       06:20
 214 12.1       06:21
 214 12.1       06:22
 214 12.1       06:23
 213 12.1       06:24
 213 12.1       06:25
 213 12.1       06:26
 212 12.1       06:27
 212 12.1       06:28
 212 12.1       06:29
 212 12.1       06:30
 211 12.1       06:31
 211 12.1       06:32
 211 12.1       06:33
 210 12.1       06:35
 210 12.1       06:36
 209 12.1       06:37
 209 12.1       06:38
 209 12.1       06:39
 208 12.1       06:40
 208  0.2       06:41
 208 12.1       06:42
 208 12.1       06:43
 207 12.1       06:44
 207 12.1       06:45
 207 12.1       06:46
 206 12.1       06:47
 206 12.1       06:48
 205 12.1       06:50
 205 12.1       06:51
 205 12.1       06:52
 205 12.1       06:53
 204 12.1       06:54
 204 12.1       06:55
 204 12.1       06:56
 204 12.1       06:57
 203 12.1       06:58
 203 12.1       06:59
 203 12.1       07:00
 203 12.1       07:01
 202 12.1       07:02
 202 12.1       07:03
 201 12.1       07:05
 201 12.1       07:06
 201 12.1       07:07
 201 12.1       07:08
 201 12.1       07:09
 200 12.1       07:10
 200 12.1       07:11
 200 12.1       07:12
 200 12.1       07:13
 199 12.1       07:14
 199 12.1       07:15
 199  9.9       07:16
 199 12.1       07:17
 198 12.1       07:19
 198 12.1       07:20
 197 12.1       07:21
 197 12.1       07:22
 197 12.1       07:23
 197 12.1       07:24
 196 12.1       07:25
 196 12.1       07:26
 196 12.1       07:27
 196 12.1       07:28
 195 12.1       07:29
 195 12.1       07:30
 195 12.1       07:31
 195 12.1       07:32
 194 12.1       07:34
 194 12.1       07:35
 193 12.1       07:36
 193 12.1       07:37
 193 12.1       07:38
 193 12.1       07:39
 192 12.1       07:40
 192 12.1       07:41
 192 12.1       07:42
 192 12.1       07:43
 191 12.1       07:44
 191 12.1       07:45
 191 12.1       07:46
 190 12.1       07:48
 190 12.1       07:49
 190 12.1       07:50
 190 12.1       07:51
 189 12.1       07:52
 189 12.1       07:53
 189 12.1       07:54
 189 12.1       07:55
 188 12.1       07:56
 188 12.1       07:57
 188 12.1       07:58
 188 12.1       07:59
 188 12.1       08:00
 187 12.1       08:02
 187 12.1       08:03
 187 12.1       08:04
 186 12.1       08:05
 186 12.1       08:06
 186 12.1       08:07
 186 12.1       08:08
 185 12.1       08:09
 185 12.1       08:10
 185 12.1       08:11
 185 12.1       08:12
 185 12.1       08:13
 184 12.1       08:14
 184 12.1       08:16
 184 12.1       08:17
 183 12.1       08:18
 183 12.1       08:19
 183 12.1       08:20
 183 12.1       08:21
 182 12.1       08:22
 182 12.1       08:23
 182 12.1       08:24
 182 12.1       08:25
 182 12.1       08:26
 181 12.1       08:27
 181 12.1       08:28
 181 12.1       08:30
 180 12.1       08:31
 180 12.1       08:32
 180 12.1       08:33
 180 12.1       08:34
 180 12.1       08:35
 180 12.1       08:36
 179 12.1       08:37
 179 12.1       08:38
 179 12.1       08:39
 179 12.1       08:40
 179 12.1       08:41
 178 12.1       08:42
 178 12.1       08:44
 178 12.1       08:45
 177 12.1       08:46
 177 12.1       08:47
 177 12.1       08:48
 177 12.1       08:49
 177 12.1       08:50
 176 12.1       08:51
 176 12.1       08:52
 176 12.1       08:53
 176 12.1       08:54
 176 12.1       08:55
 176 12.1       08:56
 175 12.1       08:58
 175 12.1       08:59
 175 12.1       09:00
 175 12.1       09:01
 174 12.1       09:02
 174 12.1       09:03
 174 12.1       09:04
 174 12.1       09:05
 174 12.1       09:06
 173 12.1       09:07
