radeon-pci-0100
Adapter: PCI adapter
 223  5.7       04:57
 222  5.7       04:58
 222  5.7       05:00
 221  5.7       05:01
 221  5.7       05:02
 221  5.7       05:03
 220  5.7       05:04
 220  5.7       05:05
 219  5.7       05:06
 219  5.7       05:07
 219  5.7       05:08
 218  5.7       05:09
 218  5.7       05:10
 217  5.7       05:11
 216  5.7       05:13
 216  5.7       05:14
 216  5.7       05:15
 215  5.7       05:16
 215  5.7       05:17
 214  5.7       05:18
 214  5.7       05:19
 214  5.7       05:20
 213  5.7       05:21
 213  5.7       05:22
 213  5.7       05:23
 212  5.7       05:24
 212  5.7       05:25
 212  5.7       05:26
 211  5.7       05:28
 210  5.7       05:29
 210  5.7       05:30
 210  5.7       05:31
 209  5.7       05:32
 209  5.7       05:33
 209  5.7       05:34
 208  5.7       05:35
 208  5.7       05:36
 208  5.7       05:37
 207  5.7       05:38
 207  5.7       05:39
 207  5.7       05:40
 206  5.7       05:41
 205  5.7       05:43
 205  5.7       05:44
 205  5.7       05:45
 204  5.7       05:46
 204  5.7       05:47
 204  5.7       05:48
 204  5.7       05:49
 203  5.7       05:50
 203  1.5       05:51
 203  5.7       05:52
 202  5.7       05:53
 202  5.7       05:54
 202  5.7       05:55
 201  5.7       05:57
 201  5.7       05:58
 200  5.7       05:59
 200  5.7       06:00
 200  5.7       06:01
 200  5.7       06:02
 199  5.7       06:03
 199  5.7       06:04
 199  5.7       06:05
 198  5.7       06:06
 198  5.7       06:07
 198  5.7       06:08
 198  5.7       06:09
 197  5.7       06:11
 197  5.7       06:12
 196  5.7       06:13
 196  5.7       06:14
 196  5.7       06:15
 196  5.7       06:16
 195  5.7       06:17
 195  5.7       06:18
 195  5.7       06:19
 194  5.7       06:20
 194  5.7       06:21
 194  5.7       06:22
 194  5.7       06:23
 193  5.7       06:25
 193  5.7       06:26
 193  5.7       06:27
 192  5.7       06:28
 192  5.7       06:29
 192  5.7       06:30
 192  5.7       06:31
 191  5.7       06:32
 191  5.7       06:33
 191  5.7       06:34
 191  5.7       06:35
 190  5.7       06:36
 190  5.7       06:37
 190  5.7       06:38
 189  5.7       06:40
 189  5.7       06:41
 189  5.7       06:42
 188  5.7       06:43
 188  5.7       06:44
 188  5.7       06:45
 188  5.7       06:46
 188  5.7       06:47
 187  5.7       06:48
 187  5.7       06:49
 187  5.7       06:50
 187  5.7       06:51
 186  5.7       06:52
 186  5.7       06:54
 186  5.7       06:55
 185  5.7       06:56
 185  5.7       06:57
 185  5.7       06:58
 185  4.6       06:59
 185  5.7       07:00
 184  5.7       07:01
 184  5.7       07:02
 184  5.7       07:03
 184  5.7       07:04
 183  5.7       07:05
 183  5.7       07:06
 182  5.7       07:08
 182  5.7       07:09
 182  5.7       07:10
 182  5.7       07:11
 182  5.7       07:12
 181  5.7       07:13
 181  5.7       07:14
 181  5.7       07:15
 181  5.7       07:16
 180  5.7       07:17
 180  5.7       07:18
 180  5.7       07:19
 180  5.7       07:20
 180  5.7       07:21
 179  5.7       07:23
 179  5.7       07:24
 179  5.7       07:25
 178  5.7       07:26
 178  5.7       07:27
 178  5.7       07:28
 178  5.7       07:29
 177  5.7       07:30
 177  5.7       07:31
 177  5.7       07:32
 177  5.7       07:33
 177  5.7       07:34
 176  5.7       07:35
 176  5.7       07:37
 176  5.7       07:38
 175  5.7       07:39
 175  5.7       07:40
 175  5.7       07:41
 175  5.7       07:42
 175  5.7       07:43
 174  5.7       07:44
 174  5.7       07:45
 174  5.7       07:46
 174  5.7       07:47
 174  5.7       07:48
 173  5.7       07:49
 173  5.7       07:51
 173  5.7       07:52
 173  5.7       07:53
 172  5.7       07:54
 172  5.7       07:55
 172  5.7       07:56
 172  5.7       07:57
 172  5.7       07:58
 171  5.7       07:59
 171  5.7       08:00
 171  5.7       08:01
 171  5.7       08:02
 171  5.7       08:03
 170  5.7       08:04
 170  5.7       08:06
 170  5.7       08:07
 170  5.7       08:08
 169  5.7       08:09
 169  5.7       08:10
 169  5.7       08:11
 169  5.7       08:12
 169  5.7       08:13
 168  5.7       08:14
 168  5.7       08:15
 168  5.7       08:16
 168  5.7       08:17
 167  5.7       08:19
 167  5.7       08:20
 167  5.7       08:21
 167  5.7       08:22
 167  5.7       08:23
 167  5.7       08:24
 166  5.7       08:25
 166  5.7       08:26
 166  5.7       08:27
 166  5.7       08:28
 166  5.7       08:29
 166  5.7       08:30
 165  5.7       08:31
 165  5.7       08:33
 165  5.7       08:34
 165  5.7       08:35
 164  5.7       08:36
 164  5.7       08:37
 164  5.7       08:38
 164  5.7       08:39
 164  5.7       08:40
 164  5.7       08:41
 163  5.7       08:42
 163  5.7       08:43
 163  5.7       08:44
 163  5.7       08:45
 163  5.7       08:47
 162  5.7       08:48
 162  5.7       08:49
 162  5.7       08:50
 162  5.7       08:51
 162  5.7       08:52
 162  5.7       08:53
 161  5.7       08:54
 161  5.7       08:55
 161  2.1       08:56
