radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2716 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.89 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +46.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +46.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +45.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +43.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
 2.0  0.4       00:01
 135  2.9       00:02
 185  5.3       00:03
 174  5.7       00:04
 215  5.7       00:05
 201  5.7       00:06
 197  5.7       00:08
 197  5.7       00:09
 188  5.7       00:10
 205  5.7       00:11
 198  5.7       00:12
 214  5.7       00:13
 212  5.7       00:14
 204  5.7       00:16
 207  5.7       00:17
 206  5.7       00:18
 213  5.7       00:19
 208  5.7       00:20
 217  5.7       00:21
 214  5.7       00:22
 212  5.7       00:24
 211  5.7       00:25
 206  5.7       00:26
 213  5.7       00:27
 209  5.7       00:28
 216  5.7       00:29
 216  5.7       00:30
 217  5.7       00:31
 212  5.7       00:33
 212  5.7       00:34
 216  5.7       00:35
 213  5.7       00:36
 218  5.7       00:37
 217  5.7       00:38
 218  5.7       00:39
 214  5.7       00:41
 214  5.7       00:42
 217  5.7       00:43
 214  5.7       00:44
 219  5.7       00:45
 218  5.7       00:46
 220  5.7       00:47
 216  5.7       00:49
 216  5.7       00:50
 218  5.7       00:51
 216  5.7       00:52
 219  5.7       00:53
 218  5.7       00:54
 220  5.7       00:55
 216  5.7       00:57
 216  5.7       00:58
 218  5.7       00:59
 216  5.7       01:00
 219  5.7       01:01
 218  5.7       01:02
 220  5.7       01:03
 221  5.7       01:04
 216  5.7       01:06
 218  5.7       01:07
 217  5.7       01:08
 220  5.7       01:09
 219  5.7       01:10
 221  5.7       01:11
 221  5.7       01:12
 218  5.7       01:14
 219  5.7       01:15
 219  5.7       01:16
 220  5.7       01:17
 219  5.7       01:18
 222  5.7       01:19
 221  5.7       01:20
 219  5.7       01:22
 220  5.7       01:23
 220  5.7       01:24
 221  5.7       01:25
 220  5.7       01:26
 222  5.7       01:27
 221  5.7       01:28
 220  5.7       01:30
 220  5.7       01:31
 220  5.7       01:32
 221  5.7       01:33
 220  5.7       01:34
 222  5.7       01:35
 221  5.7       01:36
 220  5.7       01:38
 220  5.7       01:39
 220  5.7       01:40
 221  5.7       01:41
 221  5.7       01:42
 222  5.7       01:43
 221  5.7       01:44
 223  5.7       01:45
 220  5.7       01:47
 221  5.7       01:48
 221  5.7       01:49
 221  5.7       01:50
 222  5.7       01:51
 221  5.7       01:52
 223  5.7       01:53
 222  5.7       01:54
 221  5.7       01:56
 221  5.7       01:57
 221  5.7       01:58
 222  5.7       01:59
 221  5.7       02:00
 223  5.7       02:01
 222  5.7       02:02
 221  5.7       02:04
 221  5.7       02:05
 221  5.7       02:06
 222  5.7       02:07
 221  5.7       02:08
 222  5.7       02:09
 222  5.7       02:10
 221  5.7       02:12
 221  5.7       02:13
 221  5.7       02:14
 222  5.7       02:15
 221  5.7       02:16
 222  5.7       02:17
 221  5.7       02:18
 221  5.7       02:20
 221  5.7       02:21
 221  5.7       02:22
 222  5.7       02:23
 221  5.7       02:24
 222  5.7       02:25
 222  5.7       02:26
 221  5.7       02:28
 221  5.7       02:29
 221  5.7       02:30
 222  5.7       02:31
 221  5.7       02:32
 222  5.7       02:33
 222  5.7       02:34
 221  5.7       02:36
 221  5.7       02:37
 222  5.7       02:38
 222  5.7       02:39
 222  5.7       02:40
 223  5.7       02:41
 222  5.7       02:42
 222  5.7       02:44
 221  5.7       02:45
 222  5.7       02:46
 222  5.7       02:47
 222  5.7       02:48
 223  5.7       02:49
 221  5.7       02:51
 222  5.7       02:52
 221  5.7       02:53
 223  5.7       02:54
 222  5.7       02:55
 223  5.7       02:56
 223  5.7       02:57
 221  5.7       02:59
 222  5.7       03:00
 221  5.7       03:01
 222  5.7       03:02
 222  5.7       03:03
 221  5.7       03:04
 222  5.7       03:05
 222  5.7       03:06
 222  5.7       03:08
 221  5.7       03:09
 222  5.7       03:10
 222  5.7       03:11
 222  5.7       03:12
 222  5.7       03:13
 221  5.7       03:15
 222  5.7       03:16
 222  5.7       03:17
 222  5.7       03:18
 222  5.7       03:19
 222  5.7       03:20
 222  5.7       03:21
 221  5.7       03:23
 222  5.7       03:24
 222  5.7       03:25
 222  5.7       03:26
 222  5.7       03:27
 222  5.7       03:28
 222  5.7       03:29
 221  5.7       03:31
 221  5.7       03:32
 222  5.7       03:33
 221  5.7       03:34
 222  5.7       03:35
 221  5.7       03:36
 222  5.7       03:37
 222  5.7       03:38
 222  5.7       03:40
 222  5.7       03:41
 222  5.7       03:42
 222  5.7       03:43
 222  5.7       03:44
 222  5.7       03:45
 221  5.7       03:47
 222  5.7       03:48
 222  5.7       03:49
 222  5.7       03:50
 222  5.7       03:51
 222  5.7       03:52
 222  5.7       03:53
 222  5.7       03:54
 222  5.7       03:56
 222  5.7       03:57
 222  5.7       03:58
 222  5.7       03:59
 222  5.7       04:00
 222  5.7       04:01
 221  5.7       04:03
 222  5.7       04:04
 222  5.7       04:05
 222  5.7       04:06
 222  5.7       04:07
 222  5.7       04:08
 223  5.7       04:09
 222  5.7       04:10
 222  5.7       04:12
 222  5.7       04:13
 222  5.7       04:14
 222  5.7       04:15
 222  5.7       04:16
 223  5.7       04:17
 222  5.7       04:18
 222  5.7       04:20
 222  5.7       04:21
 222  5.7       04:22
 222  5.7       04:23
 223  5.7       04:24
 223  5.7       04:25
 222  5.7       04:26
 222  5.7       04:28
 222  5.7       04:29
 222  5.7       04:30
 222  5.7       04:31
 222  5.7       04:32
 223  5.7       04:33
 222  5.7       04:35
 222  5.7       04:36
 222  5.7       04:37
 222  5.7       04:38
 222  5.7       04:39
 222  5.7       04:40
 223  5.7       04:41
 222  5.7       04:43
 222  5.7       04:44
 222  5.7       04:45
 222  5.7       04:46
 222  5.7       04:47
 222  5.7       04:48
 223  5.7       04:49
 222  5.7       04:50
 222  5.7       04:52
 222  5.7       04:53
 222  5.7       04:54
 222  5.7       04:55
 222  5.7       04:56
