radeon-pci-0100
Adapter: PCI adapter
 218  5.1       04:58
 217  5.1       05:00
 217  5.1       05:01
 216  5.1       05:02
 216  5.1       05:03
 216  5.1       05:04
 215  5.1       05:05
 214  5.1       05:06
 214  5.1       05:07
 214  5.1       05:08
 213  5.1       05:09
 213  5.1       05:10
 212  1.9       05:11
 212  5.1       05:12
 211  5.1       05:14
 211  5.1       05:15
 210  5.1       05:16
 210  5.1       05:17
 210  5.1       05:18
 209  5.1       05:19
 209  5.1       05:20
 209  5.1       05:21
 208  5.1       05:22
 208  5.1       05:23
 208  5.1       05:24
 207  5.1       05:25
 207  5.1       05:26
 206  5.1       05:28
 206  5.1       05:29
 205  5.1       05:30
 205  5.1       05:31
 205  5.1       05:32
 204  5.1       05:33
 204  5.1       05:34
 204  5.1       05:35
 203  5.1       05:36
 203  5.1       05:37
 203  5.1       05:38
 202  5.1       05:39
 202  5.1       05:40
 201  3.9       05:42
 201  5.1       05:43
 201  5.1       05:44
 200  5.1       05:45
 200  5.1       05:46
 200  5.1       05:47
 199  5.1       05:48
 199  5.1       05:49
 199  5.1       05:50
 198  5.1       05:51
 198  5.1       05:52
 198  5.1       05:53
 197  5.1       05:54
 197  5.1       05:55
 196  5.1       05:57
 196  4.4       05:58
 196  5.1       05:59
 195  5.1       06:00
 195  5.1       06:01
 195  5.1       06:02
 195  5.1       06:03
 194  5.1       06:04
 194  5.1       06:05
 194  5.1       06:06
 194  5.1       06:07
 193  5.1       06:08
 193  5.1       06:09
 192  5.1       06:11
 192  5.1       06:12
 192  5.1       06:13
 192  5.1       06:14
 191  5.1       06:15
 191  5.1       06:16
 190  5.1       06:17
 190  5.1       06:18
 190  5.1       06:19
 190  5.1       06:20
 189  5.1       06:21
 189  5.1       06:22
 189  5.1       06:23
 188  5.1       06:25
 188  5.1       06:26
 188  5.1       06:27
 188  5.1       06:28
 187  5.0       06:29
 187  5.1       06:30
 187  5.1       06:31
 187  5.1       06:32
 187  5.1       06:33
 186  5.1       06:34
 186  5.1       06:35
 186  5.1       06:36
 185  5.1       06:37
 185  5.1       06:39
 184  5.1       06:40
 184  5.1       06:41
 184  5.1       06:42
 184  5.1       06:43
 184  5.1       06:44
 183  5.1       06:45
 183  5.1       06:46
 183  5.1       06:47
 183  5.1       06:48
 183  2.2       06:49
 182  5.1       06:50
 182  5.1       06:51
 181  5.1       06:53
 181  5.1       06:54
 181  5.1       06:55
 181  5.1       06:56
 181  5.1       06:57
 180  5.1       06:58
 180  5.1       06:59
 180  5.1       07:00
 180  5.1       07:01
 180  5.1       07:02
 179  5.1       07:03
 179  5.1       07:04
 179  5.1       07:05
 178  5.1       07:07
 178  5.1       07:08
 178  5.1       07:09
 178  5.1       07:10
 177  5.1       07:11
 177  5.1       07:12
 177  5.1       07:13
 177  5.1       07:14
 177  5.1       07:15
 176  5.1       07:16
 176  5.1       07:17
 176  5.1       07:18
 176  5.1       07:19
 175  5.1       07:21
 175  5.1       07:22
 175  5.1       07:23
 175  5.1       07:24
 174  5.1       07:25
 174  5.1       07:26
 174  5.1       07:27
 174  5.1       07:28
 174  5.1       07:29
 173  5.1       07:30
 173  5.1       07:31
 173  5.1       07:32
 173  5.1       07:33
 172  5.1       07:35
 172  5.1       07:36
 172  5.1       07:37
 172  5.1       07:38
 171  5.1       07:39
 171  5.1       07:40
 171  5.1       07:41
 171  5.1       07:42
 171  5.1       07:43
 171  5.1       07:44
 170  5.1       07:45
 170  5.1       07:46
 170  5.1       07:47
 169  5.1       07:49
 169  5.1       07:50
 169  5.1       07:51
 169  5.1       07:52
 169  5.1       07:53
 169  5.1       07:54
 168  5.1       07:55
 168  5.1       07:56
 168  5.1       07:57
 168  5.1       07:58
 168  5.1       07:59
 168  5.1       08:00
 167  5.1       08:01
 167  5.1       08:03
 167  5.1       08:04
 166  5.1       08:05
 166  5.1       08:06
 166  5.1       08:07
 166  5.1       08:08
 166  5.1       08:09
 166  5.1       08:10
 165  5.1       08:11
 165  5.1       08:12
 165  5.1       08:13
 165  5.1       08:14
 165  5.1       08:15
 164  5.1       08:17
 164  5.1       08:18
 164  5.1       08:19
 164  5.1       08:20
 164  5.1       08:21
 164  5.1       08:22
 163  5.1       08:23
 163  5.1       08:24
 163  5.1       08:25
 163  5.1       08:26
 163  5.1       08:27
 163  5.1       08:28
 162  5.1       08:30
 162  5.1       08:31
 162  5.1       08:32
 162  5.1       08:33
 161  5.1       08:34
 161  5.1       08:35
 161  5.1       08:36
 161  5.1       08:37
 161  5.1       08:38
 161  5.1       08:39
 161  5.1       08:40
 160  5.1       08:41
 160  5.1       08:43
 160  5.1       08:44
 160  5.1       08:45
 160  5.1       08:46
 159  5.1       08:47
 159  5.1       08:48
 159  5.1       08:49
 159  5.1       08:50
 159  5.1       08:51
 159  5.1       08:52
 159  5.1       08:53
 158  5.1       08:54
 158  5.1       08:55
 158  5.1       08:57
 158  5.1       08:58
 158  5.1       08:59
 157  5.1       09:00
 157  5.1       09:01
 157  5.1       09:02
 157  5.1       09:03
 157  5.1       09:04
 157  5.1       09:05
 157  5.1       09:06
