radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2689 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.89 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +43.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +45.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +44.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +45.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +42.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
 0.0  0.7       00:00
 292  1.9       00:01
 258  1.9       00:02
 257  1.9       00:03
 205  1.9       00:05
 207  1.9       00:06
 202  1.9       00:07
 211  1.9       00:08
 210  1.9       00:09
 214  1.9       00:10
 215  1.9       00:11
 219  1.9       00:12
 203  1.9       00:14
 210  1.9       00:15
 209  1.9       00:16
 213  1.9       00:17
 213  1.9       00:18
 216  1.9       00:19
 216  1.9       00:20
 208  1.9       00:22
 207  1.9       00:23
 211  1.9       00:24
 211  1.9       00:25
 213  1.9       00:26
 214  1.9       00:27
 215  1.9       00:28
 216  1.9       00:29
 210  1.9       00:31
 210  1.9       00:32
 212  1.9       00:33
 212  1.9       00:34
 213  1.9       00:35
 214  1.9       00:36
 215  1.9       00:37
 215  1.9       00:38
 216  1.9       00:39
 212  1.9       00:41
 212  1.9       00:42
 213  1.9       00:43
 213  1.9       00:44
 215  1.9       00:45
 215  1.9       00:46
 215  1.9       00:47
 216  1.9       00:48
 212  1.9       00:50
 213  1.9       00:51
 213  1.9       00:52
 214  1.9       00:53
 215  1.9       00:54
 215  1.9       00:55
 212  1.9       00:57
 212  1.9       00:58
 214  1.9       00:59
 214  1.9       01:00
 215  1.9       01:01
 215  1.9       01:02
 216  1.9       01:03
 216  1.9       01:04
 216  1.9       01:05
 214  1.9       01:07
 214  1.9       01:08
 215  1.9       01:09
 215  1.9       01:10
 216  1.9       01:11
 216  1.9       01:12
 217  1.9       01:13
 213  1.9       01:15
 215  1.9       01:16
 214  1.9       01:17
 215  1.9       01:18
 215  1.9       01:19
 216  1.9       01:20
 215  1.9       01:21
 214  1.9       01:23
 214  1.9       01:24
 214  1.9       01:25
 214  1.9       01:26
 215  1.9       01:27
 215  1.9       01:28
 216  1.9       01:29
 216  1.9       01:30
 214  1.9       01:32
 215  1.9       01:33
 214  1.9       01:34
 215  1.9       01:35
 215  1.9       01:36
 216  1.9       01:37
 216  1.9       01:38
 214  1.9       01:40
 215  1.9       01:41
 215  1.9       01:42
 215  1.9       01:43
 215  1.9       01:44
 215  1.9       01:45
 216  1.9       01:46
 215  1.9       01:47
 214  1.9       01:49
 214  1.9       01:50
 215  1.9       01:51
 215  1.9       01:52
 215  1.9       01:53
 215  1.9       01:54
 216  1.9       01:55
 216  1.9       01:56
 214  1.9       01:58
 214  1.9       01:59
 214  1.9       02:00
 215  1.9       02:01
 215  1.9       02:02
 215  1.9       02:03
 215  1.9       02:04
 216  1.9       02:05
 216  1.9       02:06
 214  1.9       02:08
 215  1.9       02:09
 215  1.9       02:10
 215  1.9       02:11
 215  1.9       02:12
 215  1.9       02:13
 216  1.9       02:14
 216  1.9       02:15
 215  1.9       02:17
 215  1.9       02:18
 215  1.9       02:19
 215  1.9       02:20
 216  1.9       02:21
 216  1.9       02:22
 216  1.9       02:23
 216  1.9       02:24
 215  1.9       02:26
 215  1.9       02:27
 215  1.9       02:28
 216  1.9       02:29
 216  1.9       02:30
 216  1.9       02:31
 216  1.9       02:32
 215  1.9       02:34
 215  1.9       02:35
 215  1.9       02:36
 215  1.9       02:37
 216  1.9       02:38
 216  1.9       02:39
 216  1.9       02:40
 216  1.9       02:41
 215  1.9       02:43
 215  1.9       02:44
 215  1.9       02:45
 216  1.9       02:46
 216  1.9       02:47
 216  1.9       02:48
 216  1.9       02:49
 216  1.9       02:50
 215  1.9       02:52
 215  1.9       02:53
 215  1.9       02:54
 216  1.9       02:55
 216  1.9       02:56
 216  1.9       02:57
 216  1.9       02:58
 216  1.9       02:59
 215  1.9       03:01
 215  1.9       03:02
 215  1.9       03:03
 215  1.9       03:04
 216  1.9       03:05
 216  1.9       03:06
 216  1.9       03:07
 216  1.9       03:08
 215  1.9       03:10
 215  1.9       03:11
 215  1.9       03:12
 215  1.9       03:13
 216  1.9       03:14
 216  1.9       03:15
 216  1.9       03:16
 215  1.9       03:18
 215  1.9       03:19
 215  1.9       03:20
 215  1.9       03:21
 215  1.9       03:22
 216  1.9       03:23
 216  1.9       03:24
 216  1.9       03:25
 215  1.9       03:27
 215  1.9       03:28
 215  1.9       03:29
 215  1.9       03:30
 216  1.9       03:31
 216  1.9       03:32
 216  1.9       03:33
 215  1.9       03:35
 215  1.9       03:36
 215  1.9       03:37
 215  1.9       03:38
 215  1.9       03:39
 216  1.9       03:40
 216  1.9       03:41
 216  1.9       03:42
 216  1.9       03:43
 215  1.9       03:45
 215  1.9       03:46
 215  1.9       03:47
 215  1.9       03:48
 215  1.9       03:49
 215  1.9       03:50
 216  1.9       03:51
 215  1.9       03:53
 215  1.9       03:54
 215  1.9       03:55
 215  1.9       03:56
 215  1.9       03:57
 215  1.9       03:58
 215  1.9       03:59
 215  1.9       04:00
 214  1.9       04:02
 215  1.9       04:03
 215  1.9       04:04
 215  1.9       04:05
 215  1.9       04:06
 215  1.9       04:07
 215  1.9       04:08
 214  1.9       04:10
 214  1.9       04:11
 215  1.9       04:12
 214  1.9       04:13
 214  1.9       04:14
 213  1.9       04:15
 213  1.9       04:16
 212  1.9       04:17
 212  1.9       04:18
 211  1.9       04:19
 211  1.9       04:20
 210  1.9       04:21
 209  1.9       04:23
 209  1.9       04:24
 208  1.9       04:25
 208  1.9       04:26
 207  1.9       04:27
 207  1.9       04:28
 206  1.9       04:29
 206  1.9       04:30
 206  1.9       04:31
 205  1.9       04:32
 205  1.9       04:33
 204  1.9       04:34
 204  1.9       04:35
 203  1.9       04:36
 202  1.9       04:38
 202  1.9       04:39
 201  1.9       04:40
 201  1.9       04:41
 200  1.9       04:42
 200  1.9       04:43
 200  0.0       04:44
 199  1.9       04:45
 199  1.9       04:46
 199  1.9       04:47
 198  1.9       04:48
 198  1.9       04:49
 197  1.9       04:50
