radeon-pci-0100
Adapter: PCI adapter
 252  1.3       04:51
 252  1.3       04:52
 251  1.3       04:53
 251  1.3       04:54
 250  1.3       04:55
 249  1.3       04:56
 249  1.3       04:57
 248  1.3       04:58
 248  1.3       04:59
 247  1.3       05:00
 246  1.3       05:02
 245  1.3       05:03
 245  1.3       05:04
 244  1.3       05:05
 244  1.3       05:06
 243  1.3       05:07
 243  1.3       05:08
 242  1.3       05:09
 242  1.3       05:10
 241  1.3       05:11
 241  1.3       05:12
 240  1.3       05:13
 240  1.3       05:14
 239  1.3       05:15
 238  1.3       05:17
 238  1.3       05:18
 237  1.3       05:19
 237  1.3       05:20
 236  1.3       05:21
 236  0.1       05:22
 235  1.3       05:23
 235  1.3       05:24
 234  1.3       05:25
 234  1.3       05:26
 233  1.3       05:27
 233  1.3       05:28
 232  1.3       05:29
 232  1.3       05:30
 231  1.3       05:32
 230  1.3       05:33
 230  1.3       05:34
 230  1.3       05:35
 229  1.3       05:36
 229  1.3       05:37
 228  1.3       05:38
 228  1.3       05:39
 228  1.3       05:40
 227  1.3       05:41
 227  0.1       05:42
 226  0.7       05:43
 226  1.3       05:44
 224  1.3       05:46
 224  1.3       05:47
 223  1.3       05:48
 223  1.3       05:49
 223  1.3       05:50
 222  1.3       05:51
 222  1.3       05:52
 222  1.3       05:53
 221  0.8       05:54
 221  1.3       05:55
 221  1.3       05:56
 220  1.3       05:57
 220  1.3       05:58
 219  1.3       06:00
 219  1.3       06:01
 218  1.3       06:02
 218  1.3       06:03
 218  1.3       06:04
 217  1.3       06:05
 217  1.3       06:06
 217  1.3       06:07
 216  1.3       06:08
 216  1.3       06:09
 216  1.3       06:10
 215  1.3       06:11
 215  1.3       06:12
 215  1.3       06:13
 214  1.3       06:15
 214  1.3       06:16
 213  1.3       06:17
 213  1.3       06:18
 213  1.3       06:19
 213  1.3       06:20
 212  1.3       06:21
 212  1.3       06:22
 212  1.3       06:23
 212  1.3       06:24
 211  1.3       06:25
 211  1.3       06:26
 210  1.3       06:28
 210  1.3       06:29
 210  1.3       06:30
 209  1.3       06:31
 209  1.3       06:32
 209  1.3       06:33
 209  1.3       06:34
 208  1.3       06:35
 208  1.3       06:36
 208  1.3       06:37
 207  1.3       06:38
 207  1.3       06:39
 207  1.3       06:40
 206  1.3       06:41
 206  1.3       06:43
 205  1.3       06:44
 205  1.3       06:45
 205  1.3       06:46
 205  1.3       06:47
 204  1.3       06:48
 204  1.3       06:49
 204  1.3       06:50
 203  1.3       06:51
 203  1.3       06:52
 203  1.3       06:53
 203  1.3       06:54
 202  1.3       06:55
 202  1.3       06:56
 201  1.3       06:58
 201  1.3       06:59
 201  1.3       07:00
 200  1.3       07:01
 200  1.3       07:02
 200  1.3       07:03
 200  1.3       07:04
 200  1.3       07:05
 199  1.3       07:06
 199  1.3       07:07
 199  1.3       07:08
 199  1.3       07:09
 198  1.3       07:11
 198  1.3       07:12
 198  1.3       07:13
 197  1.3       07:14
 197  1.3       07:15
 197  1.3       07:16
 197  1.3       07:17
 197  1.3       07:18
 196  1.3       07:19
 196  1.3       07:20
 196  1.3       07:21
 196  1.3       07:22
 196  1.3       07:23
 195  1.3       07:24
 195  1.3       07:26
 194  1.3       07:27
 194  1.3       07:28
 194  1.3       07:29
 194  1.3       07:30
 193  1.3       07:31
 193  1.3       07:32
 193  1.3       07:33
 193  1.3       07:34
 193  1.3       07:35
 192  1.3       07:36
 192  1.3       07:37
 192  1.3       07:38
 191  1.3       07:40
 191  1.3       07:41
 191  1.3       07:42
 191  1.3       07:43
 190  1.3       07:44
 190  1.3       07:45
 190  0.0       07:46
 190  1.3       07:47
 190  1.3       07:48
 189  1.3       07:49
 189  1.3       07:50
 189  1.3       07:51
 189  1.3       07:52
 189  1.3       07:53
 188  1.3       07:55
 188  1.3       07:56
 187  1.3       07:57
 187  1.3       07:58
 187  1.3       07:59
 187  1.3       08:00
 187  1.3       08:01
 186  1.3       08:02
 186  1.3       08:03
 186  1.3       08:04
 186  1.3       08:05
 186  1.3       08:06
 185  1.3       08:07
 185  1.3       08:09
 185  1.3       08:10
 184  1.3       08:11
 184  1.3       08:12
 184  1.3       08:13
 184  1.3       08:14
 184  1.3       08:15
 183  1.3       08:16
 183  1.3       08:17
 183  1.3       08:18
 183  1.3       08:19
 183  1.3       08:20
 182  1.3       08:21
 182  1.3       08:22
 182  1.3       08:24
 181  1.3       08:25
 181  1.3       08:26
 181  1.3       08:27
 181  1.3       08:28
 180  1.3       08:29
 180  1.3       08:30
 180  1.3       08:31
 180  1.3       08:32
 180  1.3       08:33
 179  1.3       08:34
 179  1.3       08:35
 179  1.3       08:37
 179  1.3       08:38
 178  1.3       08:39
 178  1.3       08:40
 178  1.3       08:41
 178  1.3       08:42
 178  1.3       08:43
 177  1.3       08:44
 177  1.3       08:45
 177  1.3       08:46
 177  1.3       08:47
 177  1.3       08:48
 176  1.3       08:49
 176  1.3       08:51
 176  1.3       08:52
 176  1.3       08:53
 175  1.3       08:54
 175  1.3       08:55
 175  1.3       08:56
 175  1.3       08:57
 175  1.3       08:58
 175  1.3       08:59
 174  1.3       09:00
 174  1.3       09:01
 174  1.3       09:02
 174  1.3       09:03
 173  1.3       09:05
 173  1.3       09:06
 173  1.3       09:07
 173  1.3       09:08
 172  1.3       09:09
 172  1.3       09:10
 172  1.3       09:11
 172  1.3       09:12
 172  1.3       09:13
 172  1.3       09:14
 171  1.3       09:15
 171  1.3       09:16
 171  1.3       09:17
 171  1.3       09:19
 170  1.3       09:20
 170  1.3       09:21
 170  1.3       09:22
 170  1.3       09:23
 170  1.3       09:24
 170  1.3       09:25
 169  1.3       09:26
 169  1.3       09:27
 169  1.3       09:28
 169  1.3       09:29
 169  1.3       09:30
 169  1.3       09:31
 168  1.3       09:33
 168  1.3       09:34
 168  1.3       09:35
 168  1.3       09:36
 168  1.3       09:37
 167  1.3       09:38
 167  1.3       09:39
 167  1.3       09:40
 167  1.3       09:41
 167  1.3       09:42
 167  1.3       09:43
 166  1.3       09:44
 166  1.3       09:46
 166  1.3       09:47
 166  1.3       09:48
 166  1.3       09:49
 165  1.3       09:50
 165  1.3       09:51
 165  1.3       09:52
 165  1.3       09:53
 165  0.1       09:54
