radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

dell_smm-virtual-0
Adapter: Virtual device
fan1:        2689 RPM

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.88 V  
curr1:       1000.00 uA 

coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +47.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +47.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +46.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +47.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +46.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +45.0°C  

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%CPU %MEM     ELAPSED
 0.0  0.4       00:00
 325  1.1       00:01
 225  1.1       00:03
 263  1.1       00:04
 282  1.1       00:05
 271  1.1       00:06
 273  1.1       00:07
 277  1.1       00:08
 282  1.1       00:09
 261  1.1       00:11
 265  1.1       00:12
 273  1.1       00:13
 276  1.1       00:14
 277  1.1       00:15
 282  1.1       00:16
 283  1.1       00:17
 269  1.1       00:19
 274  1.1       00:20
 275  1.1       00:21
 278  1.1       00:22
 279  1.1       00:23
 281  1.1       00:24
 283  1.1       00:25
 284  1.1       00:26
 275  1.1       00:28
 277  1.1       00:29
 281  1.1       00:30
 278  1.1       00:31
 279  1.1       00:32
 280  1.1       00:33
 281  1.1       00:34
 282  1.1       00:35
 276  1.1       00:37
 279  1.1       00:38
 282  1.1       00:39
 283  1.1       00:40
 284  1.1       00:41
 285  1.1       00:42
 287  1.1       00:43
 288  1.1       00:44
 280  1.1       00:46
 281  1.1       00:47
 282  1.1       00:48
 284  1.1       00:49
 285  1.1       00:50
 287  1.1       00:51
 287  1.1       00:52
 289  1.1       00:53
 283  1.1       00:55
 284  1.1       00:56
 286  1.1       00:57
 286  1.1       00:58
 288  1.1       00:59
 288  1.1       01:00
 284  1.1       01:02
 284  1.1       01:03
 285  1.1       01:04
 286  1.1       01:05
 286  1.1       01:06
 287  1.1       01:07
 288  1.1       01:08
 288  1.1       01:09
 289  1.1       01:10
 286  1.1       01:12
 287  1.1       01:13
 287  1.1       01:14
 288  1.1       01:15
 289  1.1       01:16
 290  1.1       01:17
 289  1.1       01:18
 288  1.1       01:19
 285  1.1       01:21
 285  1.1       01:22
 285  1.1       01:23
 286  1.1       01:24
 287  1.1       01:25
 288  1.1       01:26
 288  1.1       01:27
 288  1.1       01:28
 286  1.1       01:30
 287  1.1       01:31
 288  1.1       01:32
 287  1.1       01:33
 287  1.1       01:34
 285  1.1       01:36
 285  1.1       01:37
 287  1.1       01:38
 287  1.1       01:39
 288  1.1       01:40
 288  1.1       01:41
 286  1.1       01:43
 287  1.1       01:44
 286  1.1       01:45
 286  1.1       01:46
 286  1.1       01:47
 286  1.1       01:48
 287  1.1       01:49
 287  1.1       01:50
 286  1.1       01:52
 286  1.1       01:53
 286  1.1       01:54
 287  1.1       01:55
 288  1.1       01:56
 287  1.1       01:57
 288  1.1       01:58
 289  1.1       01:59
 287  1.1       02:01
 287  1.1       02:02
 287  1.1       02:03
 287  1.1       02:04
 288  1.1       02:05
 287  1.1       02:06
 288  1.1       02:07
 288  1.1       02:08
 286  1.1       02:10
 287  1.1       02:11
 287  1.1       02:12
 288  1.1       02:13
 288  1.1       02:14
 288  1.1       02:15
 289  1.1       02:16
 289  1.1       02:17
 288  1.1       02:19
 287  1.1       02:20
 288  1.1       02:21
 288  1.1       02:22
 288  1.1       02:23
 289  1.1       02:24
 289  1.1       02:25
 289  1.1       02:26
 288  1.1       02:28
 288  1.1       02:29
 288  1.1       02:30
 288  1.1       02:31
 289  1.1       02:32
 288  1.1       02:33
 288  1.1       02:34
 287  1.1       02:36
 288  1.1       02:37
 288  1.1       02:38
 288  1.1       02:39
 288  1.1       02:40
 288  1.1       02:41
 289  1.1       02:42
 289  1.1       02:43
 288  1.1       02:45
 288  1.1       02:46
 287  1.1       02:47
 288  1.1       02:48
 288  1.1       02:49
 288  1.1       02:50
 288  1.1       02:51
 288  1.1       02:52
 286  1.1       02:54
 287  1.1       02:55
 286  1.1       02:56
 286  1.1       02:57
 287  1.1       02:58
 287  1.1       02:59
 287  1.1       03:00
 286  1.1       03:02
 287  1.1       03:03
 287  1.1       03:04
 287  1.1       03:05
 288  1.1       03:06
 288  1.1       03:07
 287  1.1       03:09
 286  1.1       03:10
 287  1.1       03:11
 287  1.1       03:12
 287  1.1       03:13
 287  1.1       03:14
 288  1.1       03:15
 287  1.1       03:17
 287  1.1       03:18
 287  1.1       03:19
 287  1.1       03:20
 287  1.1       03:21
 286  1.1       03:23
 287  1.1       03:24
 287  1.1       03:25
 287  1.1       03:26
 287  1.1       03:27
 287  1.1       03:28
 287  1.1       03:29
 287  1.1       03:30
 287  1.1       03:31
 286  1.1       03:33
 286  1.1       03:34
 286  1.1       03:35
 286  1.1       03:36
 286  1.1       03:37
 286  1.1       03:38
 287  1.1       03:39
 286  1.1       03:41
 286  1.1       03:42
 286  1.1       03:43
 286  1.1       03:44
 286  1.1       03:45
 284  1.1       03:47
 285  1.1       03:48
 285  1.1       03:49
 285  1.1       03:50
 285  1.1       03:51
 285  1.1       03:52
 285  1.1       03:53
 284  1.1       03:55
 285  1.1       03:56
 285  1.1       03:57
 285  1.1       03:58
 286  1.1       03:59
 286  1.1       04:00
 286  1.1       04:01
 285  1.1       04:03
 285  1.1       04:04
 285  1.1       04:05
 285  1.1       04:06
 285  1.1       04:07
 285  1.1       04:08
 284  1.1       04:10
 284  1.1       04:11
 283  1.3       04:12
 283  1.3       04:13
 282  1.3       04:14
 281  0.2       04:15
 280  1.3       04:16
 279  1.3       04:17
 279  1.3       04:18
 278  1.3       04:19
 277  1.3       04:20
 276  1.3       04:21
 276  1.3       04:22
 275  1.3       04:23
 273  1.3       04:25
 272  1.3       04:26
 272  1.3       04:27
 271  1.3       04:28
 270  1.3       04:29
 270  1.3       04:30
 269  1.3       04:31
 268  1.3       04:32
 267  1.3       04:33
 267  1.3       04:34
 266  1.3       04:35
 265  1.3       04:36
 265  1.3       04:37
 263  1.3       04:39
 263  1.3       04:40
 262  1.3       04:41
 261  1.3       04:42
 261  1.3       04:43
 260  1.3       04:44
 259  1.3       04:45
 259  1.3       04:46
 258  1.1       04:47
 258  1.3       04:48
 257  1.3       04:49
 256  1.3       04:50
 256  1.3       04:51
 254  1.3       04:53
