coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +61.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +61.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +59.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +60.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +60.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +52.0°C  

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.85 V  
curr1:       1000.00 uA 

dell_smm-virtual-0
Adapter: Virtual device
fan1:        3200 RPM

radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%MEM   RSS  SIZE    VSZ
 0.1 11088 13340  19212
 0.7 61504 102940 108812
 0.9 72112 102940 108812
 1.7 140488 171300 177172
 1.7 140488 171300 177172
 1.7 140488 171300 177172
 1.7 141660 172356 178228
 2.2 177300 207996 213868
 2.7 216372 247068 252940
 3.1 255444 286140 292012
 3.6 294516 325080 330952
 4.1 334644 365208 371080
 4.6 373452 404148 410020
 5.1 412524 443220 449092
 5.6 452124 482952 488824
 6.1 492252 522816 528688
 6.6 535548 566376 572248
 7.1 575148 605976 611848
 7.7 617652 648348 654220
 8.2 660156 690984 696856
 8.7 700812 731376 737248
 9.2 741728 772560 778432
 9.8 783964 814668 820540
10.2 821188 851892 857764
10.7 858148 888720 894592
11.1 893524 924360 930232
11.5 926520 957096 962968
11.9 958720 989568 995440
12.4 994092 1024812 1030684
12.9 1032372 1063224 1069096
13.4 1071972 1102692 1108564
13.9 1114212 1144932 1150804
14.4 1154076 1184796 1190668
14.9 1194468 1225188 1231060
15.4 1235124 1265712 1271584
15.9 1277892 1308744 1314616
16.4 1318812 1349664 1355536
16.9 1358412 1389264 1395136
17.5 1399596 1430448 1436320
18.0 1439460 1470180 1476052
18.5 1479324 1510044 1515916
19.0 1519188 1549908 1555780
19.5 1559580 1590168 1596040
20.0 1599180 1629900 1635772
20.4 1635876 1666464 1672336
20.8 1664124 1694976 1700848
21.1 1692900 1723620 1729492
21.5 1720092 1750944 1756816
21.8 1748076 1778796 1784668
22.2 1779228 1810080 1815952
22.6 1811172 1841892 1847764
23.1 1847604 1878192 1884064
23.6 1889316 1920036 1925908
24.1 1928916 1959504 1965376
24.6 1972212 2002932 2008804
25.2 2017092 2047812 2053684
25.7 2056956 2087676 2093548
26.2 2096292 2127012 2132884
26.7 2135628 2166480 2172352
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
27.1 2171796 2202516 2208388
