coretemp-isa-0000
Adapter: ISA adapter
Package id 0:  +75.0°C  (high = +100.0°C, crit = +100.0°C)
Core 0:        +73.0°C  (high = +100.0°C, crit = +100.0°C)
Core 1:        +72.0°C  (high = +100.0°C, crit = +100.0°C)
Core 2:        +74.0°C  (high = +100.0°C, crit = +100.0°C)
Core 3:        +75.0°C  (high = +100.0°C, crit = +100.0°C)

pch_cannonlake-virtual-0
Adapter: Virtual device
temp1:        +60.0°C  

BAT0-acpi-0
Adapter: ACPI interface
in0:          12.87 V  
curr1:            N/A  

dell_smm-virtual-0
Adapter: Virtual device
fan1:        4971 RPM

radeon-pci-0100
Adapter: PCI adapter
temp1:            N/A  (crit = +120.0°C, hyst = +90.0°C)

acpitz-acpi-0
Adapter: ACPI interface
temp1:        +25.0°C  (crit = +107.0°C)

%MEM   RSS  SIZE    VSZ
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  2112   424   8636
 0.0  3868   756   8968
 0.0  4728   888   9100
 0.0  4728  9080  17296
 0.0  5884  9192  17408
 0.1  8548 117004 517696
 0.1  8548 117016 517696
 0.1 10504 118996 585080
 0.1 12616 121108 587192
 0.1 14464 123088 589172
 0.2 16576 125200 591284
 0.2 18160 126784 592868
 0.2 20272 128896 594980
 0.2 22384 130876 596960
 0.3 24496 133120 599204
 0.3 26608 135232 601316
 0.3 28720 137344 603428
 0.3 30832 139456 605540
 0.4 32944 141436 607520
 0.4 34792 143416 609500
 0.4 36904 145396 611480
 0.4 38752 147376 613460
 0.5 41128 149620 615704
 0.5 43240 151732 617816
 0.5 45088 153712 619796
 0.5 47200 155824 621908
 0.6 48784 157276 623360
 0.6 51160 159652 625736
 0.6 53008 161632 627716
 0.6 55120 163612 629696
 0.7 56968 165592 631676
 0.7 59080 167704 633788
 0.7 61192 169816 635900
 0.7 63568 172060 638144
 0.8 65152 173776 639860
 0.8 67264 175756 641840
 0.8 68848 177472 643556
 0.8 70960 179452 645536
 0.9 72544 181168 647252
 0.9 74392 182884 648968
 0.9 76240 184864 650948
 0.9 78352 186844 652928
 1.0 80200 188692 654776
 1.0 82048 190540 656624
 1.0 83896 192388 658472
 1.0 85744 194236 660320
 1.0 87592 196084 662168
 1.1 89440 197932 664016
 1.1 91288 199780 665864
 1.1 93136 201628 667712
 1.1 94720 203212 669296
 1.2 96832 205324 671408
 1.2 98680 207172 673256
 1.2 100792 209416 675500
 1.2 102640 211264 677348
 1.3 105016 213640 679724
 1.3 107128 215620 681704
 1.3 108976 217468 683552
 1.3 111088 219712 685796
 1.4 113200 221692 687776
 1.4 115048 223540 689624
 1.4 117160 225652 691736
 1.4 119008 227632 693716
 1.5 120856 229348 695432
 1.5 122704 231328 697412
 1.5 124816 233308 699392
 1.5 126664 235156 701240
 1.6 128512 237004 703088
 1.6 130360 238852 704936
 1.6 132208 240700 706784
 1.6 134056 242680 708764
 1.6 135904 244396 710480
 1.7 138016 246640 712724
 1.7 140128 248620 714704
 1.7 142240 250732 716816
 1.8 144088 252712 718796
 1.8 146200 254692 720776
 1.8 148048 256672 722756
 1.8 150160 258652 724736
 1.9 152008 260632 726716
 1.9 153856 262480 728564
 1.9 155968 264460 730544
 1.9 157816 266440 732524
 2.0 160192 268816 734900
 2.0 162304 270928 737012
 2.0 163888 272512 738596
 2.0 165472 274096 740180
 2.0 167320 275812 741896
 2.1 169432 278056 744140
 2.1 171280 279772 745856
 2.1 173392 281884 747968
 2.1 175240 283864 749948
 2.2 177352 285844 751928
 2.2 179200 287824 753908
 2.2 181048 289540 755624
 2.2 182896 291388 757472
 2.3 184744 293236 759320
 2.3 186592 295216 761300
 2.3 188704 297196 763280
 2.3 190552 299176 765260
 2.4 192664 301156 767240
 2.4 194512 303004 769088
 2.4 196360 304984 771068
 2.4 198208 306832 772916
 2.5 200320 308812 774896
 2.5 201904 310528 776612
 2.5 204544 313036 779120
 2.5 206392 314884 780968
 2.6 208240 316864 782948
 2.6 210088 318712 784796
 2.6 212200 320692 786776
 2.6 214048 322672 788756
 2.7 216160 324652 790736
 2.7 218008 326632 792716
 2.7 220120 328744 794828
 2.7 222232 330724 796808
 2.8 224080 332572 798656
 2.8 225928 334420 800504
 2.8 227776 336268 802352
 2.8 229624 338116 804200
 2.8 231472 340096 806180
 2.9 233584 342076 808160
 2.9 235696 344188 810272
 2.9 237544 346036 812120
 2.9 239392 348016 814100
 3.0 241504 350128 816212
 3.0 243352 351976 818060
 3.0 245464 353956 820040
 3.0 247312 355804 821888
 3.1 249160 357652 823736
 3.1 251008 359632 825716
 3.1 252856 361480 827564
 3.1 254968 363460 829544
 3.2 256816 365308 831392
 3.2 258400 367024 833108
 3.2 260512 369136 835220
 3.2 262624 371116 837200
 3.3 264472 373096 839180
